"region_iso";"country";"continent";"income";"number_of_scholars";"Kendall_internal_continent_in";"Kendall_internal_continent_out";"Kendall_internal_vs_international_continent_in";"Kendall_internal_vs_international_continent_out";"Kendall_internal_vs_international_income_in";"Kendall_internal_vs_international_income_out";"Kendall_international_continent_in";"Kendall_international_continent_out";"SE_Kendall_internal_continent_in.x";"SE_Kendall_internal_continent_in.y";"SE_Kendall_internal_continent_out";"SE_Kendall_internal_income_in";"SE_Kendall_international_continent_in";"SE_Kendall_international_continent_out.x";"SE_Kendall_international_continent_out.y";"SE_Kendall_international_income_out"
"229";"DK.17";"DK";"Europe";"High";7872.5;-0.46315786242485;-0.0947368368506432;0.0421052612364292;0.168421044945717;0.0421052612364292;0.168421044945717;-0.0315789431333542;-0.526315748691559;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"230";"DK.18";"DK";"Europe";"High";2559.4;-0.442105233669281;-0.389473646879196;0.263157874345779;0;0.263157874345779;0;-0.0736842080950737;-0.494736790657043;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"231";"DK.19";"DK";"Europe";"High";913;-0.115789465606213;-0.347368389368057;0.290238469839096;0.279684334993362;0.290238469839096;0.279684334993362;-0.585753977298737;-0.406333863735199;0.0263157852468733;0.0264271780814859;0.0263157852468733;0.0264271780814859;0.0264271780814859;0.0264271780814859;0.0264271780814859;0.0264271780814859
"232";"DK.20";"DK";"Europe";"High";304.1;0.126315772533417;-0.442105233669281;0.0791559442877769;0.24210524559021;0.0791559442877769;0.24210524559021;-0.168421044945717;-0.0686018243432045;0.0263157852468733;0.0264271780814859;0.0263157852468733;0.0264271780814859;0.0263157852468733;0.0264271780814859;0.0263157852468733;0.0263157852468733
"233";"DK.21";"DK";"Europe";"High";1101;-0.157894730567932;-0.347368389368057;0.189473673701286;0.315789461135864;0.189473673701286;0.315789461135864;-0.231578931212425;-0.442105233669281;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"234";"DZ.01";"DZ";"Africa";"Lower-middle";231.5;0.553892552852631;0.626986742019653;-0.410391330718994;-0.263931542634964;-0.410391330718994;-0.263931542634964;-0.153034836053848;-0.431578904390335;0.0277192942465781;0.0287416050417601;0.0287416050417601;0.0287416050417601;0.0264271780814859;0.0263157852468733;0.0278381115872468;0.0278381115872468
"235";"DZ.03";"DZ";"Africa";"Lower-middle";15;0.0870388224720955;NA;NA;NA;NA;NA;-0.0281718075275421;NA;0.0743546562486953;NA;NA;NA;0.072222220855658;NA;NA;NA
"236";"DZ.07";"DZ";"Africa";"Lower-middle";63.2;0.371856838464737;0.385575860738754;0.108090564608574;-0.182336926460266;0.108090564608574;-0.182336926460266;-0.104197606444359;0.259064346551895;0.0327662589638875;0.0384150048771489;0.0335397334910847;0.0384150048771489;0.0277192942465781;0.0299455510612892;0.0345997995453134;0.0345997995453134
"237";"DZ.19";"DZ";"Africa";"Lower-middle";81.2;0.411103218793869;0.618146657943726;-0.123663708567619;-0.200693249702454;-0.123663708567619;-0.200693249702454;-0.0301237609237432;0.0521197505295277;0.0301169592210427;0.0365989678779914;0.0306042885274653;0.0365989678779914;0.0299455510612892;0.0312959790095804;0.0344020997409757;0.0344020997409757
"238";"DZ.20";"DZ";"Africa";"Lower-middle";226.9;0.235324397683144;0.488004922866821;0.172479078173637;0.203771650791168;0.172479078173637;0.203771650791168;-0.258576095104218;0.362738102674484;0.0269260093453922;0.0321606421141766;0.0299455510612892;0.0321606421141766;0.0264271780814859;0.0282051261834571;0.0270406269149351;0.0270406269149351
"239";"DZ.24";"DZ";"Africa";"Lower-middle";51.1;0.149120226502419;0.619761407375336;0.224899709224701;-0.16135585308075;0.224899709224701;-0.16135585308075;0.0603249296545982;0.256000131368637;0.0290350886251382;0.0383687498048716;0.0327662589638875;0.0383687498048716;0.0277192942465781;0.0306042885274653;0.030619877855934;0.030619877855934
"240";"DZ.25";"DZ";"Africa";"Lower-middle";44.7;0.291491508483887;NA;NA;NA;NA;NA;0.276543229818344;NA;0.0337969878963378;NA;NA;NA;0.0337969878963378;NA;NA;NA
"241";"DZ.26";"DZ";"Africa";"Lower-middle";38.3;0.111943423748016;NA;NA;NA;NA;NA;0.0369736924767494;NA;0.0336582220107082;NA;NA;NA;0.0298726614588853;NA;NA;NA
"242";"DZ.37";"DZ";"Africa";"Lower-middle";269;0.480780720710754;0.616959571838379;-0.371153742074966;-0.293463557958603;-0.371153742074966;-0.293463557958603;-0.399999976158142;-0.248021960258484;0.0306042885274653;0.032159102100905;0.0320175415965489;0.032159102100905;0.0263157852468733;0.0264271780814859;0.0306042885274653;0.0306042885274653
"243";"DZ.38";"DZ";"Africa";"Lower-middle";56.8;0.151185780763626;NA;NA;NA;NA;NA;0.150187835097313;NA;0.0449735420518986;NA;NA;NA;0.0392648202032444;NA;NA;NA
"244";"DZ.40";"DZ";"Africa";"Lower-middle";83.7;0.353392541408539;0.530731976032257;0.139030173420906;0.10945600271225;0.139030173420906;0.10945600271225;-0.148944601416588;0.0167417582124472;0.0287416050417601;0.0328784898588245;0.0306042885274653;0.0328784898588245;0.0267496683807168;0.0282051261834571;0.0292254795612127;0.0292254795612127
"245";"DZ.50";"DZ";"Africa";"Lower-middle";50.4;0.120100624859333;0.45742478966713;0.346666634082794;-0.174395501613617;0.346666634082794;-0.174395501613617;0.0795411691069603;0.45742478966713;0.0340320042266419;0.0473347776961032;0.0373275170700883;0.0473347776961032;0.033028323382143;0.0373275170700883;0.0378814521515518;0.0378814521515518
"246";"DZ.52";"DZ";"Africa";"Lower-middle";18.8;0.170588761568069;NA;NA;NA;NA;NA;0.0183493960648775;NA;0.0502645449272914;NA;NA;NA;0.0566778862328349;NA;NA;NA
"247";"EC.10";"EC";"South America";"Upper-middle";91.4;0.511478185653687;NA;NA;NA;NA;NA;0.237467840313911;NA;0.0335397334910847;NA;NA;NA;0.0264271780814859;NA;NA;NA
"248";"EC.18";"EC";"South America";"Upper-middle";416.6;0.638466954231262;0.561430931091309;-0.430187344551086;-0.01306436304003;-0.430187344551086;-0.01306436304003;0.0474935695528984;-0.326315760612488;0.0312959790095804;0.0327662589638875;0.0327662589638875;0.0327662589638875;0.0264271780814859;0.0263157852468733;0.0314337196012973;0.0314337196012973
"249";"EC.19";"EC";"South America";"Upper-middle";32.6;0.029012942686677;NA;NA;NA;NA;NA;-0.422577112913132;NA;0.0743546562486953;NA;NA;NA;0.072222220855658;NA;NA;NA
"250";"EE.01";"EE";"Europe";"High";578.4;-0.105263151228428;0.0421052612364292;0.248021960258484;0.0526315756142139;0.248021960258484;0.0526315756142139;-0.273684173822403;-0.142480701208115;0.0263157852468733;0.0264271780814859;0.0263157852468733;0.0264271780814859;0.0263157852468733;0.0264271780814859;0.0263157852468733;0.0263157852468733
"251";"EE.18";"EE";"Europe";"High";1065.7;-0.0631578862667084;-0.0210526306182146;-0.157894730567932;0.0631578862667084;-0.157894730567932;0.0631578862667084;-0.326315760612488;-0.210526302456856;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"252";"EG.01";"EG";"Africa";"Lower-middle";857.1;-0.321900844573975;0.110818326473236;-0.174143075942993;0.349206328392029;-0.174143075942993;0.349206328392029;-0.279684334993362;-0.378947347402573;0.0264271780814859;0.0264271780814859;0.0264271780814859;0.0264271780814859;0.0264271780814859;0.0263157852468733;0.0265391533257835;0.0265391533257835
"253";"EG.03";"EG";"Africa";"Lower-middle";66.7;-0.944444417953491;NA;NA;NA;NA;NA;-0.222222223877907;NA;0.0709876543209877;NA;NA;NA;0.0709876543209877;NA;NA;NA
"254";"EG.04";"EG";"Africa";"Lower-middle";100.4;-0.533333301544189;0.412861406803131;0.617914378643036;0.07595544308424;0.617914378643036;0.07595544308424;0.0421974696218967;0.596883356571198;0.0342592556093949;0.0408008667819249;0.0377946114170438;0.0408008667819249;0.0348765361783251;0.0369047544297807;0.0348765361783251;0.0348765361783251
"255";"EG.05";"EG";"Africa";"Lower-middle";370.6;-0.321900844573975;-0.427442103624344;0.0791559442877769;0.226913720369339;0.0791559442877769;0.226913720369339;-0.48421049118042;-0.136842086911201;0.0264271780814859;0.0264271780814859;0.0264271780814859;0.0264271780814859;0.0263157852468733;0.0263157852468733;0.0264271780814859;0.0264271780814859
"256";"EG.06";"EG";"Africa";"Lower-middle";850.5;0.305263131856918;0.199999988079071;-0.105263151228428;0.136842086911201;-0.105263151228428;0.136842086911201;-0.347368389368057;-0.399999976158142;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"257";"EG.07";"EG";"Africa";"Lower-middle";309;-0.610526263713837;0.276611387729645;-0.0638334006071091;0.368421018123627;-0.0638334006071091;0.368421018123627;-0.336842089891434;-0.0210526306182146;0.0263157852468733;0.0267496683807168;0.0267496683807168;0.0267496683807168;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"258";"EG.08";"EG";"Africa";"Lower-middle";1909.5;-0.715789437294006;-0.631578922271729;0.58947366476059;0.673684179782867;0.58947366476059;0.673684179782867;-0.768420994281769;-0.642105221748352;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"259";"EG.09";"EG";"Africa";"Lower-middle";315.4;-0.617416381835938;-0.347368389368057;0.326315760612488;0.55409163236618;0.326315760612488;0.55409163236618;-0.399999976158142;-0.263157874345779;0.0264271780814859;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0264271780814859;0.0264271780814859
"260";"EG.10";"EG";"Africa";"Lower-middle";228.8;-0.105821587145329;0.0603249296545982;-0.197948649525642;-0.137568056583405;-0.197948649525642;-0.137568056583405;-0.389473646879196;0.00527706323191524;0.026539752024359;0.0278381115872468;0.0277192942465781;0.0278381115872468;0.0263157852468733;0.0264271780814859;0.026539752024359;0.026539752024359
"261";"EG.11";"EG";"Africa";"Lower-middle";2919.3;-0.610526263713837;-0.62105256319046;0.263157874345779;0.357894718647003;0.263157874345779;0.357894718647003;-0.515789449214935;-0.410526275634766;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"262";"EG.12";"EG";"Africa";"Lower-middle";202.8;-0.226913720369339;-0.0689677000045776;-0.139037430286407;-0.0105820093303919;-0.139037430286407;-0.0105820093303919;-0.205805465579033;0.0583572834730148;0.0264271780814859;0.0269585821912131;0.0266347675802394;0.0269585821912131;0.0264271780814859;0.0266347675802394;0.0265391533257835;0.0265391533257835
"263";"EG.14";"EG";"Africa";"Lower-middle";509.8;-0.705263078212738;-0.526315748691559;0.389473646879196;0.389473646879196;0.389473646879196;0.389473646879196;-0.389473646879196;-0.126315772533417;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"264";"EG.15";"EG";"Africa";"Lower-middle";35.8;0.214834466576576;NA;NA;NA;NA;NA;0.327569186687469;NA;0.0662868037987016;NA;NA;NA;0.0687830634598344;NA;NA;NA
"265";"EG.16";"EG";"Africa";"Lower-middle";33.9;0.0752862244844437;-0.106031142175198;-0.141839146614075;0.0861803665757179;-0.141839146614075;0.0861803665757179;0.415707886219025;0.542953729629517;0.0271640630671236;0.036077371760464;0.0282051261834571;0.036077371760464;0.0299455510612892;0.0335397334910847;0.0309400788690691;0.0309400788690691
"266";"EG.17";"EG";"Africa";"Lower-middle";515.6;-0.178947359323502;-0.122019775211811;0.185682266950607;-0.0315789431333542;0.185682266950607;-0.0315789431333542;-0.178947359323502;-0.389473646879196;0.0263157852468733;0.0266347675802394;0.0266347675802394;0.0266347675802394;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"267";"EG.18";"EG";"Africa";"Lower-middle";153.3;-0.505263090133667;-0.404278188943863;-0.336789071559906;-0.324442833662033;-0.336789071559906;-0.324442833662033;0.140591904520988;0.409223765134811;0.0263157852468733;0.0298191677305979;0.0267496683807168;0.0298191677305979;0.0272904481217912;0.0293233045963022;0.0272904481217912;0.0272904481217912
"268";"EG.19";"EG";"Africa";"Lower-middle";63.7;-0.822222232818604;NA;NA;NA;NA;NA;-0.155555561184883;NA;0.0617283950617284;NA;NA;NA;0.0617283950617284;NA;NA;NA
"269";"EG.20";"EG";"Africa";"Lower-middle";82.6;-1.00000011920929;NA;NA;NA;NA;NA;-0.428571462631226;NA;0.0833333479303908;NA;NA;NA;0.0833333479303908;NA;NA;NA
"270";"EG.21";"EG";"Africa";"Lower-middle";74.1;-0.328046917915344;-0.302247226238251;0.159690052270889;0.122016340494156;0.159690052270889;0.122016340494156;-0.08971007168293;-0.0589916184544563;0.026539752024359;0.0291404011919192;0.0283416863130612;0.0291404011919192;0.0264271780814859;0.0270443840755703;0.0266523254440892;0.0266523254440892
"271";"EG.23";"EG";"Africa";"Lower-middle";138.3;-0.357894718647003;0.199999988079071;0.368421018123627;-0.0947368368506432;0.368421018123627;-0.0947368368506432;0.0631578862667084;0.0736842080950737;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"272";"EG.24";"EG";"Africa";"Lower-middle";118.1;-0.162724435329437;0.320904463529587;0.408044308423996;0.340736389160156;0.408044308423996;0.340736389160156;0.257151454687119;0.479617714881897;0.0290702591340769;0.03718168788282;0.0336582220107082;0.03718168788282;0.0295646568293547;0.0307392452910092;0.0307777807628249;0.0307777807628249
"273";"ES.07";"ES";"Europe";"High";816.9;-0.24210524559021;-0.0210526306182146;0.315789461135864;0.168421044945717;0.315789461135864;0.168421044945717;-0.378947347402573;-0.115789465606213;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"274";"ES.27";"ES";"Europe";"High";256;0.452631533145905;-0.0947368368506432;0.0477468706667423;-0.221052616834641;0.0477468706667423;-0.221052616834641;0.0105263153091073;0.259955167770386;0.0263157852468733;0.0266347675802394;0.0263157852468733;0.0266347675802394;0.0263157852468733;0.0266347675802394;0.0263157852468733;0.0263157852468733
"275";"ES.29";"ES";"Europe";"High";15300.7;0.305263131856918;-0.115789465606213;0.0947368368506432;0.115789465606213;0.0947368368506432;0.115789465606213;-0.557894706726074;0.0736842080950737;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"276";"ES.31";"ES";"Europe";"High";1613.9;0.0947368368506432;-0.490766882896423;-0.153034836053848;0.0842105224728584;-0.153034836053848;0.0842105224728584;-0.357894718647003;0.24210524559021;0.0263157852468733;0.0264271780814859;0.0264271780814859;0.0264271780814859;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"277";"ES.32";"ES";"Europe";"High";1425.2;-0.452631533145905;0.0580476932227612;0.174143075942993;-0.0210526306182146;0.174143075942993;-0.0210526306182146;0.0421052612364292;0.378947347402573;0.0263157852468733;0.0264271780814859;0.0264271780814859;0.0264271780814859;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"278";"ES.34";"ES";"Europe";"High";1520.4;0.0947368368506432;-0.189473673701286;-0.0210526306182146;-0.126315772533417;-0.0210526306182146;-0.126315772533417;-0.505263090133667;0.0947368368506432;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"279";"ES.39";"ES";"Europe";"High";1018.6;-0.178947359323502;-0.199999988079071;0.136842086911201;0.326315760612488;0.136842086911201;0.326315760612488;-0.515789449214935;0.0736842080950737;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"280";"ES.51";"ES";"Europe";"High";8707.2;-0.505263090133667;-0.263157874345779;0.168421044945717;0.431578904390335;0.168421044945717;0.431578904390335;-0.547368347644806;0.0210526306182146;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"281";"ES.52";"ES";"Europe";"High";1962.8;-0.263157874345779;-0.189473673701286;-0.189473673701286;0.46315786242485;-0.189473673701286;0.46315786242485;-0.336842089891434;0.157894730567932;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"282";"ES.53";"ES";"Europe";"High";1914.9;-0.515789449214935;-0.452631533145905;0.147368416190147;0.357894718647003;0.147368416190147;0.357894718647003;-0.58947366476059;-0.357894718647003;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"283";"ES.54";"ES";"Europe";"High";1322.6;-0.642105221748352;-0.58947366476059;-0.0842105224728584;0.58947366476059;-0.0842105224728584;0.58947366476059;-0.631578922271729;0.157894730567932;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"284";"ES.55";"ES";"Europe";"High";3046.4;-0.336842089891434;-0.189473673701286;0.0736842080950737;0.284210503101349;0.0736842080950737;0.284210503101349;-0.315789461135864;0.189473673701286;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"285";"ES.56";"ES";"Europe";"High";14236.3;0.168421044945717;-0.147368416190147;-0.0105263153091073;0.189473673701286;-0.0105263153091073;0.189473673701286;-0.115789465606213;0.526315748691559;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"286";"ES.57";"ES";"Europe";"High";791.3;-0.315789461135864;0.210526302456856;0.136842086911201;0.199999988079071;0.136842086911201;0.199999988079071;-0.336842089891434;0;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"287";"ES.58";"ES";"Europe";"High";3737.8;-0.747368335723877;-0.147368416190147;0.189473673701286;0.431578904390335;0.189473673701286;0.431578904390335;-0.473684161901474;0.326315760612488;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"288";"ES.59";"ES";"Europe";"High";2476.5;-0.0105263153091073;-0.505263090133667;-0.210526302456856;0.252631545066833;-0.210526302456856;0.252631545066833;0.231578931212425;-0.0526315756142139;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"289";"ES.60";"ES";"Europe";"High";6925;-0.452631533145905;0.105263151228428;0.0210526306182146;0.473684161901474;0.0210526306182146;0.473684161901474;-0.599999964237213;0.221052616834641;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"290";"ET.44";"ET";"Africa";"Low";446.2;0.326315760612488;0.641930103302002;0.0477468706667423;-0.389473646879196;0.0477468706667423;-0.389473646879196;-0.347368389368057;-0.115789465606213;0.0263157852468733;0.0266347675802394;0.0266347675802394;0.0266347675802394;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"291";"ET.46";"ET";"Africa";"Low";172.8;-0.217513516545296;-0.108147613704205;0.401123106479645;0.229334160685539;0.401123106479645;0.229334160685539;-0.201061010360718;0.0534828193485737;0.0266347675802394;0.027928919949567;0.0272904481217912;0.027928919949567;0.026539752024359;0.0269260093453922;0.0268621263994323;0.0268621263994323
"292";"ET.51";"ET";"Africa";"Low";28.4;0.432887434959412;0.579537868499756;0.232008069753647;0.244557976722717;0.232008069753647;0.244557976722717;0.0223495066165924;0.312640905380249;0.0441488277365791;0.053192413036343;0.0482850486704339;0.053192413036343;0.0412087865094834;0.0441488277365791;0.0451850710656021;0.0451850710656021
"293";"ET.54";"ET";"Africa";"Low";95.3;0.318093419075012;0.479376405477524;0.322888284921646;0.337260574102402;0.322888284921646;0.337260574102402;0.224847465753555;0.341992765665054;0.0282051261834571;0.0320956651015522;0.0293233045963022;0.0320956651015522;0.0277192942465781;0.0287416050417601;0.0297345886397048;0.0297345886397048
"294";"FI.01";"FI";"Europe";"High";6915.6;-0.46315786242485;-0.62105256319046;0.147368416190147;0.136842086911201;0.147368416190147;0.136842086911201;0.0631578862667084;0.0421052612364292;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"295";"FI.02";"FI";"Europe";"High";2040.9;-0.0105263153091073;-0.294736832380295;0.157894730567932;0.189473673701286;0.157894730567932;0.189473673701286;0.105263151228428;0.0210526306182146;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"296";"FI.04";"FI";"Europe";"High";29.7;-0.423286348581314;NA;NA;NA;NA;NA;0.0137102119624615;NA;0.026539752024359;NA;NA;NA;0.0320175415965489;NA;NA;NA
"297";"FI.05";"FI";"Europe";"High";58.4;-0.515789449214935;0.529107928276062;-0.0875334590673447;-0.205653175711632;-0.0875334590673447;-0.205653175711632;0.109681695699692;-0.0316623784601688;0.0263157852468733;0.0341807516840588;0.026539752024359;0.0341807516840588;0.0320175415965489;0.0338763548548012;0.0320175415965489;0.0320175415965489
"298";"FI.06";"FI";"Europe";"High";1348;-0.557894706726074;-0.48421049118042;0.0421052612364292;0.0315789431333542;0.0421052612364292;0.0315789431333542;0.0736842080950737;0.0736842080950737;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"299";"FI.09";"FI";"Europe";"High";247.3;-0.59630811214447;-0.347368389368057;0.0427862554788589;-0.117022931575775;0.0427862554788589;-0.117022931575775;0.143240600824356;0.3208968937397;0.0264271780814859;0.0269260093453922;0.0263157852468733;0.0269260093453922;0.0266347675802394;0.0269260093453922;0.0267478446989093;0.0267478446989093
"300";"FI.11";"FI";"Europe";"High";1357.4;-0.378947347402573;-0.421052604913712;-0.0631578862667084;-0.0210526306182146;-0.0631578862667084;-0.0210526306182146;0.305263131856918;0.115789465606213;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"301";"FI.12";"FI";"Europe";"High";33.3;-0.211643174290657;-0.0371364541351795;0.182430550456047;0.158498466014862;0.182430550456047;0.158498466014862;-0.0225231498479843;0.0236066840589046;0.026539752024359;0.0339933699209122;0.0266535316386976;0.0339933699209122;0.0286197421200332;0.0335397334910847;0.0288682148860609;0.0288682148860609
"302";"FI.13";"FI";"Europe";"High";781.9;-0.24210524559021;-0.221052616834641;0.0631578862667084;-0.115789465606213;0.0631578862667084;-0.115789465606213;-0.284210503101349;0.0210526306182146;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"303";"FI.15";"FI";"Europe";"High";94.9;-0.284210503101349;-0.290238469839096;-0.350582480430603;-0.105228967964649;-0.350582480430603;-0.105228967964649;0.514452755451202;0.568195402622223;0.0263157852468733;0.0307383664007808;0.0264271780814859;0.0307383664007808;0.0293233045963022;0.0306042885274653;0.0293233045963022;0.0293233045963022
"304";"FI.17";"FI";"Europe";"High";1382.5;-0.221052616834641;-0.378947347402573;0.115789465606213;0.505263090133667;0.115789465606213;0.505263090133667;-0.168421044945717;-0.189473673701286;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"305";"FI.19";"FI";"Europe";"High";41.2;-0.190478846430779;0.137102112174034;0.107089929282665;0.0632267445325851;0.107089929282665;0.0632267445325851;0.200114369392395;0.386920660734177;0.026539752024359;0.0317738770421595;0.0277192942465781;0.0317738770421595;0.0288874342595522;0.0301169592210427;0.0291387544441804;0.0291387544441804
"306";"FR.11";"FR";"Europe";"High";37380.8;0.105263151228428;0.126315772533417;0.0315789431333542;0.452631533145905;0.0315789431333542;0.452631533145905;-0.315789461135864;-0.442105233669281;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"307";"FR.24";"FR";"Europe";"High";1534.3;-0.199999988079071;-0.115789465606213;0.0526315756142139;0.357894718647003;0.0526315756142139;0.357894718647003;-0.526315748691559;-0.452631533145905;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"308";"FR.27";"FR";"Europe";"High";1202.6;-0.421052604913712;-0.599999964237213;0.599999964237213;0.326315760612488;0.599999964237213;0.326315760612488;-0.357894718647003;-0.663157820701599;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"309";"FR.28";"FR";"Europe";"High";1764.6;-0.0315789431333542;0.505263090133667;0.326315760612488;0.421052604913712;0.326315760612488;0.421052604913712;-0.147368416190147;0.210526302456856;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"310";"FR.32";"FR";"Europe";"High";2278.6;-0.315789461135864;-0.0631578862667084;0.252631545066833;0.136842086911201;0.252631545066833;0.136842086911201;-0.105263151228428;0.115789465606213;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"311";"FR.44";"FR";"Europe";"High";5061;-0.305263131856918;-0.536842048168182;0.389473646879196;0.526315748691559;0.389473646879196;0.526315748691559;-0.357894718647003;-0.389473646879196;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"312";"FR.52";"FR";"Europe";"High";865.1;-0.0947368368506432;0.389473646879196;-0.0631578862667084;0.263157874345779;-0.0631578862667084;0.263157874345779;-0.115789465606213;-0.126315772533417;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"313";"FR.53";"FR";"Europe";"High";2045.6;-0.347368389368057;-0.105263151228428;-0.0526315756142139;0.494736790657043;-0.0526315756142139;0.494736790657043;-0.368421018123627;-0.126315772533417;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"314";"FR.75";"FR";"Europe";"High";4090.3;-0.0526315756142139;-0.199999988079071;0.189473673701286;0.378947347402573;0.189473673701286;0.378947347402573;-0.357894718647003;-0.168421044945717;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
