"region_iso";"country";"continent";"income";"number_of_scholars";"Kendall_internal_continent_in";"Kendall_internal_continent_out";"Kendall_internal_vs_international_continent_in";"Kendall_internal_vs_international_continent_out";"Kendall_internal_vs_international_income_in";"Kendall_internal_vs_international_income_out";"Kendall_international_continent_in";"Kendall_international_continent_out";"SE_Kendall_internal_continent_in.x";"SE_Kendall_internal_continent_in.y";"SE_Kendall_internal_continent_out";"SE_Kendall_internal_income_in";"SE_Kendall_international_continent_in";"SE_Kendall_international_continent_out.x";"SE_Kendall_international_continent_out.y";"SE_Kendall_international_income_out"
"44";"BD.83";"BD";"Asia";"Lower-middle";222.2;0.168421044945717;0.284210503101349;-0.199999988079071;0.189473673701286;-0.199999988079071;0.189473673701286;-0.263157874345779;0.0105263153091073;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"45";"BD.84";"BD";"Asia";"Lower-middle";185.2;-0.178947359323502;-0.08971007168293;0.153034836053848;0.0263853147625923;0.153034836053848;0.0263853147625923;0.184697210788727;0.147368416190147;0.0263157852468733;0.0264271780814859;0.0264271780814859;0.0264271780814859;0.0264271780814859;0.0263157852468733;0.0264271780814859;0.0264271780814859
"46";"BD.85";"BD";"Asia";"Lower-middle";14.4;0.478220760822296;0.505183637142181;0.310834974050522;0.181818187236786;0.310834974050522;0.181818187236786;0.41149228811264;0.503952622413635;0.0424242371820659;0.0535099424746991;0.0436623017690793;0.0535099424746991;0.0424242371820659;0.0449735420518986;0.0488662861273771;0.0488662861273771
"47";"BD.86";"BD";"Asia";"Lower-middle";91.4;-0.285718262195587;0.206631615757942;0.0164874996989965;0.144000515341759;0.0164874996989965;0.144000515341759;-0.206903100013733;0.319166988134384;0.026539752024359;0.0279970147073509;0.0275379415683872;0.0279970147073509;0.0266535316386976;0.0267496683807168;0.0268810900769063;0.0268810900769063
"48";"BD.87";"BD";"Asia";"Lower-middle";18.8;0.232323661446571;0.44099634885788;0.281579285860062;-0.0235382821410894;0.281579285860062;-0.0235382821410894;0.134206086397171;0.216687887907028;0.0332419751016484;0.0437151884859535;0.0354808548629708;0.0437151884859535;0.0325134301743536;0.0363859429571079;0.0363891017359063;0.0363891017359063
"49";"BD.H";"BD";"Asia";"Lower-middle";165.6;0.00527706323191524;0.30079260468483;0.406333863735199;0.321900844573975;0.406333863735199;0.321900844573975;-0.0210526306182146;0.0947368368506432;0.0264271780814859;0.0264271780814859;0.0264271780814859;0.0264271780814859;0.0263157852468733;0.0263157852468733;0.0264271780814859;0.0264271780814859
"50";"BE.BRU";"BE";"Europe";"High";4804.9;-0.305263131856918;-0.189473673701286;0.315789461135864;0.0421052612364292;0.315789461135864;0.0421052612364292;0.168421044945717;-0.24210524559021;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"51";"BE.VLG";"BE";"Europe";"High";10133.7;-0.473684161901474;-0.231578931212425;0.24210524559021;0.252631545066833;0.24210524559021;0.252631545066833;-0.526315748691559;-0.189473673701286;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"52";"BE.WAL";"BE";"Europe";"High";3394;0.0105263153091073;-0.652631521224976;0.0736842080950737;0.368421018123627;0.0736842080950737;0.368421018123627;-0.157894730567932;-0.273684173822403;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"53";"BF.01";"BF";"Africa";"Low";11.9;-0.0373707078397274;NA;NA;NA;NA;NA;0.251276165246964;NA;0.0337969878963378;NA;NA;NA;0.0351461323300801;NA;NA;NA
"54";"BF.03";"BF";"Africa";"Low";259.8;0.184697210788727;0.205805465579033;0.131926581263542;0.0686018243432045;0.131926581263542;0.0686018243432045;-0.147368416190147;0.0421052612364292;0.0264271780814859;0.0264271780814859;0.0264271780814859;0.0264271780814859;0.0263157852468733;0.0263157852468733;0.0264271780814859;0.0264271780814859
"55";"BF.09";"BF";"Africa";"Low";97.2;0.252631545066833;0.206903100013733;0.132630199193954;0.0369394421577454;0.132630199193954;0.0369394421577454;-0.332454979419708;-0.326315760612488;0.0263157852468733;0.0266347675802394;0.0266347675802394;0.0266347675802394;0.0264271780814859;0.0263157852468733;0.0264271780814859;0.0264271780814859
"56";"BG.42";"BG";"Europe";"Upper-middle";2057.4;0.136842086911201;0.284210503101349;-0.0947368368506432;0.189473673701286;-0.0947368368506432;0.189473673701286;-0.336842089891434;-0.599999964237213;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"57";"BG.50";"BG";"Europe";"Upper-middle";50.5;0.0947368368506432;-0.279684334993362;-0.162770435214043;-0.239394932985306;-0.162770435214043;-0.239394932985306;0.341992765665054;0.305951356887817;0.0263157852468733;0.0307383664007808;0.0264271780814859;0.0307383664007808;0.0287416050417601;0.0306042885274653;0.0287416050417601;0.0287416050417601
"58";"BG.51";"BG";"Europe";"Upper-middle";316.3;0.100264199078083;0.0421052612364292;0.269130229949951;0.269130229949951;0.269130229949951;0.269130229949951;-0.199999988079071;-0.131926581263542;0.0264271780814859;0.0264271780814859;0.0263157852468733;0.0264271780814859;0.0263157852468733;0.0264271780814859;0.0264271780814859;0.0264271780814859
"59";"BG.59";"BG";"Europe";"Upper-middle";66.3;-0.591048538684845;-0.561221182346344;0.0402911491692066;-0.237303271889687;0.0402911491692066;-0.237303271889687;0.202911123633385;0.072547622025013;0.0274135019432682;0.0336675029195306;0.0293233045963022;0.0336675029195306;0.0277192942465781;0.0301169592210427;0.0288901920755453;0.0288901920755453
"60";"BG.61";"BG";"Europe";"Upper-middle";95.6;0.163588955998421;0.276545643806458;0.0111421048641205;-0.126984119415283;0.0111421048641205;-0.126984119415283;-0.0474935695528984;-0.183850944042206;0.0264271780814859;0.028438986143613;0.0274135019432682;0.028438986143613;0.0264271780814859;0.0272904481217912;0.0265391533257835;0.0265391533257835
"61";"BH.16";"BH";"Asia";NA;65.8;0.383885949850082;NA;NA;NA;NA;NA;-0.0791559442877769;NA;0.0320175415965489;NA;NA;NA;0.0264271780814859;NA;NA;NA
"62";"BJ.10";"BJ";"Africa";"Lower-middle";8.8;-0.0589255690574646;NA;NA;NA;NA;NA;0.0320750139653683;NA;0.0758101942478513;NA;NA;NA;0.0819615902930248;NA;NA;NA
"63";"BJ.14";"BJ";"Africa";"Lower-middle";251.2;0.161836996674538;0.475955426692963;-0.427757412195206;-0.0613864473998547;-0.427757412195206;-0.0613864473998547;-0.357894718647003;-0.357894718647003;0.0282051261834571;0.0299455510612892;0.0299455510612892;0.0299455510612892;0.0263157852468733;0.0263157852468733;0.0282051261834571;0.0282051261834571
"64";"BJ.16";"BJ";"Africa";"Lower-middle";9.6;-0.0458831451833248;NA;NA;NA;NA;NA;-0.183816939592361;NA;0.0290350886251382;NA;NA;NA;0.0313512755474775;NA;NA;NA
"65";"BR.01";"BR";"South America";"Upper-middle";62.5;0.162221416831017;NA;NA;NA;NA;NA;0.293136656284332;NA;0.0272904481217912;NA;NA;NA;0.0330469003901181;NA;NA;NA
"66";"BR.02";"BR";"South America";"Upper-middle";296.6;0.0210526306182146;-0.0736842080950737;-0.0603249296545982;-0.164461433887482;-0.0603249296545982;-0.164461433887482;-0.302396833896637;-0.00548408459872007;0.0263157852468733;0.0277192942465781;0.0263157852468733;0.0277192942465781;0.0266347675802394;0.0277192942465781;0.0266347675802394;0.0266347675802394
"67";"BR.04";"BR";"South America";"Upper-middle";567;0.0736842080950737;0.294736832380295;0.0315789431333542;-0.168421044945717;0.0315789431333542;-0.168421044945717;-0.610526263713837;-0.231578931212425;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"68";"BR.05";"BR";"South America";"Upper-middle";1666.7;-0.442105233669281;0.0210526306182146;0.0947368368506432;0.442105233669281;0.0947368368506432;0.442105233669281;-0.747368335723877;-0.442105233669281;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"69";"BR.06";"BR";"South America";"Upper-middle";1636.5;0.0210526306182146;0.0842105224728584;0.0315789431333542;-0.0526315756142139;0.0315789431333542;-0.0526315756142139;-0.547368347644806;-0.399999976158142;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"70";"BR.07";"BR";"South America";"Upper-middle";2720.5;0.147368416190147;0.0315789431333542;-0.24210524559021;-0.0421052612364292;-0.24210524559021;-0.0421052612364292;-0.684210479259491;-0.515789449214935;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"71";"BR.08";"BR";"South America";"Upper-middle";706;0.0263853147625923;0.258576095104218;0.184697210788727;-0.0686018243432045;0.184697210788727;-0.0686018243432045;-0.694736778736115;-0.24210524559021;0.0264271780814859;0.0264271780814859;0.0264271780814859;0.0264271780814859;0.0263157852468733;0.0263157852468733;0.0264271780814859;0.0264271780814859
"72";"BR.11";"BR";"South America";"Upper-middle";172.6;-0.37467148900032;NA;NA;NA;NA;NA;-0.00602475227788091;NA;0.0264271780814859;NA;NA;NA;0.0299455510612892;NA;NA;NA
"73";"BR.13";"BR";"South America";"Upper-middle";323.2;-0.0315789431333542;-0.0791559442877769;-0.146537482738495;0.0474935695528984;-0.146537482738495;0.0474935695528984;-0.459104478359222;0.163689509034157;0.0263157852468733;0.0294506078327072;0.0264271780814859;0.0294506078327072;0.0264271780814859;0.0293233045963022;0.0264271780814859;0.0264271780814859
"74";"BR.14";"BR";"South America";"Upper-middle";471.7;-0.378947347402573;-0.347368389368057;-0.432607978582382;0.0795781165361404;-0.432607978582382;0.0795781165361404;-0.281176000833511;0.5962975025177;0.0263157852468733;0.0293233045963022;0.0263157852468733;0.0293233045963022;0.0266347675802394;0.0293233045963022;0.0266347675802394;0.0266347675802394
"75";"BR.15";"BR";"South America";"Upper-middle";7660.4;0.368421018123627;0.252631545066833;-0.178947359323502;-0.378947347402573;-0.178947359323502;-0.378947347402573;-0.694736778736115;-0.631578922271729;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"76";"BR.16";"BR";"South America";"Upper-middle";989.9;-0.0421052612364292;-0.284210503101349;0;0.189473673701286;0;0.189473673701286;-0.642105221748352;-0.399999976158142;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"77";"BR.17";"BR";"South America";"Upper-middle";1164.3;-0.0105263153091073;-0.315789461135864;0.58947366476059;0;0.58947366476059;0;-0.568421006202698;-0.452631533145905;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"78";"BR.18";"BR";"South America";"Upper-middle";4674;-0.578947305679321;0.24210524559021;-0.252631545066833;0.431578904390335;-0.252631545066833;0.431578904390335;-0.747368335723877;-0.547368347644806;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"79";"BR.20";"BR";"South America";"Upper-middle";396;-0.0369394421577454;0.131926581263542;0.00788968428969383;-0.386602878570557;0.00788968428969383;-0.386602878570557;0.150618806481361;0.621642708778381;0.0264271780814859;0.0336893438879574;0.0264271780814859;0.0336893438879574;0.0299455510612892;0.0335397334910847;0.0300761473859787;0.0300761473859787
"80";"BR.21";"BR";"South America";"Upper-middle";8946.6;0.178947359323502;0.0842105224728584;-0.0736842080950737;-0.0736842080950737;-0.0736842080950737;-0.0736842080950737;-0.642105221748352;-0.631578922271729;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"81";"BR.22";"BR";"South America";"Upper-middle";1009.2;-0.357894718647003;-0.24210524559021;0.136842086911201;0.410526275634766;0.136842086911201;0.410526275634766;-0.526315748691559;-0.305263131856918;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
"82";"BR.23";"BR";"South America";"Upper-middle";7030.6;0.178947359323502;0.221052616834641;-0.273684173822403;-0.115789465606213;-0.273684173822403;-0.115789465606213;-0.642105221748352;-0.694736778736115;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733;0.0263157852468733
