"region_iso";"country";"continent";"income";"number_of_scholars";"internal_continent_in";"internal_continent_in_transformed";"internal_continent_out";"internal_continent_out_transformed";"internal_income_in";"internal_income_in_transformed";"internal_income_out";"internal_income_out_transformed";"international_continent_in";"international_continent_in_transformed";"international_continent_out";"international_continent_out_transformed";"international_income_in";"international_income_in_transformed";"international_income_out";"international_income_out_transformed";"SE_internal_continent_in";"SE_internal_continent_out";"SE_internal_income_in";"SE_internal_income_out";"SE_international_continent_in";"SE_international_continent_out";"SE_international_income_in";"SE_international_income_out"
"31";"AT.07";"AT";"Europe";"High";1036.4;-0.0178516086773278;-1.76932126529102;-0.0445083454313235;-4.3532382074505;-0.0178516086773278;-1.76932126529102;-0.0445083454313235;-4.3532382074505;0.00755017824614491;0.757875271074981;-0.00417530793625276;-0.416660345691278;0.00755017824614491;0.757875271074981;-0.00417530793625276;-0.416660345691278;0.000166235833668286;0.000327753359699779;0.000166235833668286;0.000327753359699779;6.51763731559263e-05;6.99160169651533e-05;6.51763731559263e-05;6.99160169651533e-05
"32";"AT.08";"AT";"Europe";"High";35.4;-0.0449328735629748;-4.39383433082489;-0.0924691476634751;-8.83226620934002;-0.0449328735629748;-4.39383433082489;-0.0924691476634751;-8.83226620934002;-0.0292653094440564;-2.88412273099875;-0.00252923324484037;-0.252603742932567;-0.0292653094440564;-2.88412273099875;-0.00252923324484037;-0.252603742932567;0.000881276181704645;0.0014812786062479;0.000881276181704645;0.0014812786062479;0.000733284348186413;0.00167034429001452;0.000733284348186413;0.00167034429001452
"33";"AT.09";"AT";"Europe";"High";7973.9;-0.0453787186108173;-4.43645036555175;-0.0120301632872635;-1.19580901795003;-0.0453787186108173;-4.43645036555175;-0.0120301632872635;-1.19580901795003;0.00477208512070823;0.478348965282405;-0.00117816804767121;-0.117747428018189;0.00477208512070823;0.478348965282405;-0.00117816804767121;-0.117747428018189;6.3458616823515e-05;6.01672371477006e-05;6.3458616823515e-05;6.01672371477006e-05;9.86070605743563e-06;1.20122168832076e-05;9.86070605743563e-06;1.20122168832076e-05
"34";"AU.01";"AU";"Oceania";"High";8389.5;-0.0126546573244611;-1.25749238361677;0.00688143751902317;0.690516901455784;-0.0126546573244611;-1.25749238361677;0.00688143751902317;0.690516901455784;-0.0209629414485909;-2.07447463217945;-0.0280968988197228;-2.77058519188932;-0.0209629414485909;-2.07447463217945;-0.0280968988197228;-2.77058519188932;1.05158651350034e-05;1.56000956460005e-05;1.05158651350034e-05;1.56000956460005e-05;3.90281563986162e-05;1.25648090600949e-05;3.90281563986162e-05;1.25648090600949e-05
"35";"AU.02";"AU";"Oceania";"High";11295.5;-0.013267388797483;-1.31797649360718;-0.0232215676037476;-2.29540219472725;-0.013267388797483;-1.31797649360718;-0.0232215676037476;-2.29540219472725;-0.00864889279954476;-0.861159872115869;-0.0226492835991716;-2.23947141361054;-0.00864889279954476;-0.861159872115869;-0.0226492835991716;-2.23947141361054;2.26850852317495e-05;1.26010215039356e-05;2.26850852317495e-05;1.26010215039356e-05;1.26769353488895e-05;1.41361050371178e-05;1.26769353488895e-05;1.41361050371178e-05
"36";"AU.03";"AU";"Oceania";"High";311;0.000518875097721695;0.0519009736691167;-0.0227712392464954;-2.2513931351816;0.000518875097721695;0.0519009736691167;-0.0227712392464954;-2.2513931351816;-0.00958014781596551;-0.953440439267472;-0.00347172186248823;-0.346570240411959;-0.00958014781596551;-0.953440439267472;-0.00347172186248823;-0.346570240411959;0.00012259721291328;0.00012446449892754;0.00012259721291328;0.00012446449892754;0.00023701204453633;0.000360884276133359;0.00023701204453633;0.000360884276133359
"37";"AU.04";"AU";"Oceania";"High";7890;-0.0208463605226497;-2.06305771827452;-0.0135856652494937;-1.3493796602167;-0.0208463605226497;-2.06305771827452;-0.0135856652494937;-1.3493796602167;-0.00774335498149596;-0.771345244008714;-0.0241305189525131;-2.38417057150339;-0.00774335498149596;-0.771345244008714;-0.0241305189525131;-2.38417057150339;3.49851343428484e-05;1.99825355138329e-05;3.49851343428484e-05;1.99825355138329e-05;3.13715114526537e-05;2.01971847119912e-05;3.13715114526537e-05;2.01971847119912e-05
"38";"AU.05";"AU";"Oceania";"High";4372.5;-0.0216972518326866;-2.14635596748965;-0.0144820265032293;-1.43776663469866;-0.0216972518326866;-2.14635596748965;-0.0144820265032293;-1.43776663469866;-0.0117100683375962;-1.16417723309351;-0.0313190998901209;-3.08337371197681;-0.0117100683375962;-1.16417723309351;-0.0313190998901209;-3.08337371197681;3.65149076189631e-05;2.41434161354606e-05;3.65149076189631e-05;2.41434161354606e-05;3.30311954644425e-05;2.78242786965966e-05;3.30311954644425e-05;2.78242786965966e-05
"39";"AU.06";"AU";"Oceania";"High";1134.8;-0.0161903016549344;-1.60599431835703;-0.0278110537804369;-2.74278867343456;-0.0161903016549344;-1.60599431835703;-0.0278110537804369;-2.74278867343456;-0.00161681000085376;-0.161550366769003;-0.0332518378300156;-3.270507254309;-0.00161681000085376;-0.161550366769003;-0.0332518378300156;-3.270507254309;5.62085465375354e-05;3.16967812184536e-05;5.62085465375354e-05;3.16967812184536e-05;3.95835834126934e-05;6.69563535908091e-05;3.95835834126934e-05;6.69563535908091e-05
"40";"AU.07";"AU";"Oceania";"High";14568.5;-0.013310593651875;-1.32223994396233;-0.0243121700388265;-2.4019009825375;-0.013310593651875;-1.32223994396233;-0.0243121700388265;-2.4019009825375;-0.00565661680757797;-0.564064827420319;-0.0211763296954341;-2.09536855902038;-0.00565661680757797;-0.564064827420319;-0.0211763296954341;-2.09536855902038;6.20202948987198e-06;1.42509738304263e-05;6.20202948987198e-06;1.42509738304263e-05;2.09363794649982e-05;9.2600560826217e-06;2.09363794649982e-05;9.2600560826217e-06
"41";"AU.08";"AU";"Oceania";"High";5069;-0.00316385428631537;-0.315885457352039;-0.0137656642682417;-1.36713507705;-0.00316385428631537;-0.315885457352039;-0.0137656642682417;-1.36713507705;-0.00802922104421817;-0.79970729478599;-0.0246032570940464;-2.43030639135158;-0.00802922104421817;-0.79970729478599;-0.0246032570940464;-2.43030639135158;2.27998014254726e-05;3.83355175258602e-05;2.27998014254726e-05;3.83355175258602e-05;1.68300373664924e-05;3.57874973952724e-05;1.68300373664924e-05;3.57874973952724e-05
"42";"BD.81";"BD";"Asia";"Lower-middle";1162.8;-0.000245051854384537;-0.0245021831631331;-0.00342029934153337;-0.341445678074093;-0.000245051854384537;-0.0245021831631331;-0.00342029934153337;-0.341445678074093;-0.00846073713301733;-0.842504582578663;-0.0136147721991959;-1.35225103707232;-0.00846073713301733;-0.842504582578663;-0.0136147721991959;-1.35225103707232;8.88619912866559e-05;9.04622545705829e-05;8.88619912866559e-05;9.04622545705829e-05;1.68977069900582e-05;3.26579637047161e-05;1.68977069900582e-05;3.26579637047161e-05
"43";"BD.82";"BD";"Asia";"Lower-middle";178.6;-0.00217276785000064;-0.217040909858468;-0.0250685182275544;-2.47569121887912;-0.00217276785000064;-0.217040909858468;-0.0250685182275544;-2.47569121887912;-0.0263361112403971;-2.59923403372564;-0.00941004838558968;-0.936591242926776;-0.0263361112403971;-2.59923403372564;-0.00941004838558968;-0.936591242926776;0.00106994100648198;0.000984895774108682;0.00106994100648198;0.000984895774108682;0.000341570405526611;0.00044606499418143;0.000341570405526611;0.00044606499418143
"44";"BD.83";"BD";"Asia";"Lower-middle";222.2;0.0298388811462474;3.02885216743753;0.0396137481573423;4.04088367425359;0.0298388811462474;3.02885216743753;0.0396137481573423;4.04088367425359;-0.0180795238938033;-1.7917069805799;-0.00754095688989814;-0.751259521066849;-0.0180795238938033;-1.7917069805799;-0.00754095688989814;-0.751259521066849;0.000449677233689484;0.000257727918796719;0.000449677233689484;0.000257727918796719;0.000259764202877857;0.000186988201177572;0.000259764202877857;0.000186988201177572
"45";"BD.84";"BD";"Asia";"Lower-middle";185.2;-0.0206067543243686;-2.03958860830329;-0.0257609062451805;-2.54319251046702;-0.0206067543243686;-2.03958860830329;-0.0257609062451805;-2.54319251046702;0.00577671783343115;0.579343524297826;0.0126145581700357;1.26944573196384;0.00577671783343115;0.579343524297826;0.0126145581700357;1.26944573196384;0.000208382441902755;0.000474777718626669;0.000208382441902755;0.000474777718626669;0.000301139026334646;0.000265759476605861;0.000301139026334646;0.000265759476605861
"46";"BD.85";"BD";"Asia";"Lower-middle";14.4;0.0417712338380569;4.26559270708644;0.00591879872614885;0.593634942459409;0.0417712338380569;4.26559270708644;0.00591879872614885;0.593634942459409;0.0285763325053382;2.89885531110448;0.101209967031836;10.6508947773733;0.0285763325053382;2.89885531110448;0.101209967031836;10.6508947773733;0.00600232999789714;0.0137623434475708;0.00600232999789714;0.0137623434475708;0.00376220650352819;0.0191071962320043;0.00376220650352819;0.0191071962320043
"47";"BD.86";"BD";"Asia";"Lower-middle";91.4;-0.0821331626562464;-7.88507121570271;-0.00399299628276371;-0.398503487325785;-0.0821331626562464;-7.88507121570271;-0.00399299628276371;-0.398503487325785;-0.0202742688829815;-2.00701278248945;0.0250141390046467;2.53296175621689;-0.0202742688829815;-2.00701278248945;0.0250141390046467;2.53296175621689;0.000542489395023689;0.000875581062194032;0.000542489395023689;0.000875581062194032;0.000204019696784887;0.000427426389358753;0.000204019696784887;0.000427426389358753
"48";"BD.87";"BD";"Asia";"Lower-middle";18.8;-0.0393941056636191;-3.86282475756974;0.0480763014536824;4.92507116248;-0.0393941056636191;-3.86282475756974;0.0480763014536824;4.92507116248;-0.0506765671677109;-4.94139284365855;-0.0439826681529709;-4.30294566036166;-0.0506765671677109;-4.94139284365855;-0.0439826681529709;-4.30294566036166;0.00493930985936288;0.013883870315859;0.00493930985936288;0.013883870315859;0.00228127905351199;0.015967883933849;0.00228127905351199;0.015967883933849
"49";"BD.H";"BD";"Asia";"Lower-middle";165.6;0.0133366345518552;1.34259641393837;0.0303689383420019;3.08347782798246;0.0133366345518552;1.34259641393837;0.0303689383420019;3.08347782798246;-0.00468122159899736;-0.467028175843109;0.013823844414252;1.39198355636663;-0.00468122159899736;-0.467028175843109;0.013823844414252;1.39198355636663;0.000177967528968408;0.000460098798678486;0.000177967528968408;0.000460098798678486;8.72034999279696e-05;0.000414274488874186;8.72034999279696e-05;0.000414274488874186
"50";"BE.BRU";"BE";"Europe";"High";4804.9;-0.013137895531778;-1.30519700870619;-0.00959869000167164;-0.955276961941776;-0.013137895531778;-1.30519700870619;-0.00959869000167164;-0.955276961941776;0.0018126723438307;0.181431622746775;-0.00656954682054892;-0.654801452611031;0.0018126723438307;0.181431622746775;-0.00656954682054892;-0.654801452611031;2.72066975296171e-05;5.20009762020473e-05;2.72066975296171e-05;5.20009762020473e-05;3.18955470092403e-05;1.79996496267698e-05;3.18955470092403e-05;1.79996496267698e-05
"51";"BE.VLG";"BE";"Europe";"High";10133.7;-0.0294544135601472;-2.90248600678785;-0.0144316692093397;-1.4328031823747;-0.0294544135601472;-2.90248600678785;-0.0144316692093397;-1.4328031823747;-0.0192096060289434;-1.90262773145965;-0.0151810231078482;-1.50663722820499;-0.0192096060289434;-1.90262773145965;-0.0151810231078482;-1.50663722820499;4.27368530536474e-05;5.40973158152538e-05;4.27368530536474e-05;5.40973158152538e-05;1.4569797985238e-05;4.32343423481007e-05;1.4569797985238e-05;4.32343423481007e-05
"52";"BE.WAL";"BE";"Europe";"High";3394;-0.00386309473525346;-0.385564258399718;-0.0402232300388143;-3.94250139743907;-0.00386309473525346;-0.385564258399718;-0.0402232300388143;-3.94250139743907;-0.00444904923108591;-0.443916687268731;-0.00844037900146435;-0.840485900694266;-0.00444904923108591;-0.443916687268731;-0.00844037900146435;-0.840485900694266;9.09333549360363e-05;4.34811033724865e-05;9.09333549360363e-05;4.34811033724865e-05;2.06989742733249e-05;2.65620597497793e-05;2.06989742733249e-05;2.65620597497793e-05
"53";"BF.01";"BF";"Africa";"Low";11.9;-0.0488000105858328;-4.76284251123095;NA;NA;-0.0488000105858328;-4.76284251123095;NA;NA;0.0241204591099859;2.44137104224098;NA;NA;0.0241204591099859;2.44137104224098;NA;NA;0.00717485616738085;NA;0.00717485616738085;NA;0.00493360887979408;NA;0.00493360887979408;NA
