"region_iso";"country";"continent";"income";"number_of_scholars";"internal_continent_in";"internal_continent_in_transformed";"internal_continent_out";"internal_continent_out_transformed";"internal_income_in";"internal_income_in_transformed";"internal_income_out";"internal_income_out_transformed";"international_continent_in";"international_continent_in_transformed";"international_continent_out";"international_continent_out_transformed";"international_income_in";"international_income_in_transformed";"international_income_out";"international_income_out_transformed";"SE_internal_continent_in";"SE_internal_continent_out";"SE_internal_income_in";"SE_internal_income_out";"SE_international_continent_in";"SE_international_continent_out";"SE_international_income_in";"SE_international_income_out"
"270";"EG.21";"EG";"Africa";"Lower-middle";74.1;-0.0855131713020209;-8.19589488214265;-0.161989599295528;-14.954995022613;-0.0855131713020209;-8.19589488214265;-0.161989599295528;-14.954995022613;-0.0624652339235283;-6.05542769124124;-0.0370076799266671;-3.63312655845776;-0.0624652339235283;-6.05542769124124;-0.0370076799266671;-3.63312655845776;0.000817893402603106;0.00152946722875949;0.000817893402603106;0.00152946722875949;0.00104483697115731;0.000718312504268135;0.00104483697115731;0.000718312504268135
"271";"EG.23";"EG";"Africa";"Lower-middle";138.3;-0.0723236018782004;-6.97701770179084;0.0193706694752983;1.95594981686558;-0.0723236018782004;-6.97701770179084;0.0193706694752983;1.95594981686558;-0.00517312139005801;-0.515976384093364;0.00329591950029446;0.330135701520007;-0.00517312139005801;-0.515976384093364;0.00329591950029446;0.330135701520007;0.000482112657930625;0.00109773042240209;0.000482112657930625;0.00109773042240209;0.00038726255858059;0.00034883047176802;0.00038726255858059;0.00034883047176802
"272";"EG.24";"EG";"Africa";"Lower-middle";118.1;-0.289411716056653;-25.1296111475064;-0.0914258970732066;-8.73710578779733;-0.289411716056653;-25.1296111475064;-0.0914258970732066;-8.73710578779733;-0.0860375466170375;-8.24402206922641;-0.0814717983549951;-7.82412954008945;-0.0860375466170375;-8.24402206922641;-0.0814717983549951;-7.82412954008945;0.00399133444342008;0.00717043973654876;0.00399133444342008;0.00717043973654876;0.00282520857024765;0.00163916984747938;0.00282520857024765;0.00163916984747938
"273";"ES.07";"ES";"Europe";"High";816.9;-0.0198667770292011;-1.9670733015168;0.0080701237165647;0.810277493899947;-0.0198667770292011;-1.9670733015168;0.0080701237165647;0.810277493899947;-0.0420906573965024;-4.1217144125164;-0.000425567703644381;-0.0425477162553478;-0.0420906573965024;-4.1217144125164;-0.000425567703644381;-0.0425477162553478;9.18876225623103e-05;0.000117506255853404;9.18876225623103e-05;0.000117506255853404;0.000140738032000612;0.000129269072565472;0.000140738032000612;0.000129269072565472
"274";"ES.27";"ES";"Europe";"High";256;0.0386605751619793;3.94176196109637;0.010877781607498;1.09371597794694;0.0386605751619793;3.94176196109637;0.010877781607498;1.09371597794694;0.00348412365487148;0.349020026886815;0.050485178235688;5.17812739853218;0.00348412365487148;0.349020026886815;0.050485178235688;5.17812739853218;0.000202581874920785;0.000364971341053587;0.000202581874920785;0.000364971341053587;0.000632576185394592;0.000711326212311784;0.000632576185394592;0.000711326212311784
"275";"ES.29";"ES";"Europe";"High";15300.7;0.00394417489835118;0.39519633925269;-0.00395235016123456;-0.394454990516757;0.00394417489835118;0.39519633925269;-0.00395235016123456;-0.394454990516757;-0.0261249370479313;-2.57866333370311;0.00499942346259021;0.501194143225248;-0.0261249370479313;-2.57866333370311;0.00499942346259021;0.501194143225248;1.81661231108073e-05;1.03628988508063e-05;1.81661231108073e-05;1.03628988508063e-05;3.02086282462345e-05;3.07193017775794e-05;3.02086282462345e-05;3.07193017775794e-05
"276";"ES.31";"ES";"Europe";"High";1613.9;0.00271453578523279;0.271822347352968;-0.0185096559391246;-1.83394043089253;0.00271453578523279;0.271822347352968;-0.0185096559391246;-1.83394043089253;-0.0251881918298242;-2.48736160588726;0.0254135754397094;2.57392533756602;-0.0251881918298242;-2.48736160588726;0.0254135754397094;2.57392533756602;0.000117252171381967;3.96130344361765e-05;0.000117252171381967;3.96130344361765e-05;9.11717063270243e-05;0.000158818421149679;9.11717063270243e-05;0.000158818421149679
"277";"ES.32";"ES";"Europe";"High";1425.2;-0.0225455448702004;-2.22932933457735;1.46821771758516e-05;0.00146822849595996;-0.0225455448702004;-2.22932933457735;1.46821771758516e-05;0.00146822849595996;0.00273847888387713;0.274223194228429;0.0264114064176659;2.67632785950618;0.00273847888387713;0.274223194228429;0.0264114064176659;2.67632785950618;4.49828235746649e-05;5.44196045874287e-05;4.49828235746649e-05;5.44196045874287e-05;7.32029864081589e-05;0.000103873241117401;7.32029864081589e-05;0.000103873241117401
"278";"ES.34";"ES";"Europe";"High";1520.4;-5.45657580617454e-05;-0.00545642693778881;-0.0108910844003405;-1.0831991264639;-5.45657580617454e-05;-0.00545642693778881;-0.0108910844003405;-1.0831991264639;-0.0340221088575674;-3.3449864917989;0.0112602510354301;1.13238862874645;-0.0340221088575674;-3.3449864917989;0.0112602510354301;1.13238862874645;7.43056167232333e-05;4.7838702925656e-05;7.43056167232333e-05;4.7838702925656e-05;6.18224499545563e-05;9.68491142765844e-05;6.18224499545563e-05;9.68491142765844e-05
"279";"ES.39";"ES";"Europe";"High";1018.6;-0.0112580082366192;-1.11948740058933;-0.0153431450918012;-1.5226038732767;-0.0112580082366192;-1.11948740058933;-0.0153431450918012;-1.5226038732767;-0.0477624558555294;-4.66397746790033;0.00210277238908118;0.210498476537757;-0.0477624558555294;-4.66397746790033;0.00210277238908118;0.210498476537757;8.24025401931587e-05;0.000112974638277392;8.24025401931587e-05;0.000112974638277392;0.000178312755156458;0.000108404584949189;0.000178312755156458;0.000108404584949189
"280";"ES.51";"ES";"Europe";"High";8707.2;-0.0156230484205164;-1.55016416696687;-0.0143819250003854;-1.42789991318655;-0.0156230484205164;-1.55016416696687;-0.0143819250003854;-1.42789991318655;-0.0247953117836514;-2.44904330925837;0.00632962359844415;0.634969799800755;-0.0247953117836514;-2.44904330925837;0.00632962359844415;0.634969799800755;1.30457999588963e-05;2.68841763170096e-05;1.30457999588963e-05;2.68841763170096e-05;2.10827771148974e-05;6.30263750136238e-05;2.10827771148974e-05;6.30263750136238e-05
"281";"ES.52";"ES";"Europe";"High";1962.8;-0.0143930561147019;-1.42899712439444;-0.0120306786069963;-1.19585993368622;-0.0143930561147019;-1.42899712439444;-0.0120306786069963;-1.19585993368622;-0.0265463874211632;-2.61971294160799;0.0138449290374102;1.39412139066883;-0.0265463874211632;-2.61971294160799;0.0138449290374102;1.39412139066883;6.81380795645257e-05;5.51925703045782e-05;6.81380795645257e-05;5.51925703045782e-05;9.02878276649084e-05;0.000124068366393413;9.02878276649084e-05;0.000124068366393413
"282";"ES.53";"ES";"Europe";"High";1914.9;-0.0318966321286234;-3.13933002826143;-0.0249848321784028;-2.46752945327279;-0.0318966321286234;-3.13933002826143;-0.0249848321784028;-2.46752945327279;-0.0428753131354249;-4.19691635186564;-0.0159544823095817;-1.58278837225259;-0.0428753131354249;-4.19691635186564;-0.0159544823095817;-1.58278837225259;5.73115731461717e-05;8.15237672860119e-05;5.73115731461717e-05;8.15237672860119e-05;7.65413867917757e-05;8.37553250394459e-05;7.65413867917757e-05;8.37553250394459e-05
"283";"ES.54";"ES";"Europe";"High";1322.6;-0.0733515526532802;-7.07259161748823;-0.0198184670449095;-1.96233721796879;-0.0733515526532802;-7.07259161748823;-0.0198184670449095;-1.96233721796879;-0.0573971583558663;-5.57810095732295;0.0545138730720229;5.60271266524888;-0.0573971583558663;-5.57810095732295;0.0545138730720229;5.60271266524888;8.38880948890866e-05;2.1020177749386e-05;8.38880948890866e-05;2.1020177749386e-05;0.000122506891670646;0.000359345946913774;0.000122506891670646;0.000359345946913774
"284";"ES.55";"ES";"Europe";"High";3046.4;-0.0151538373675489;-1.50395957682666;-0.0103823211525763;-1.03286108960726;-0.0151538373675489;-1.50395957682666;-0.0103823211525763;-1.03286108960726;-0.0234992338506596;-2.32252769761331;0.00921295012950113;0.925551998543539;-0.0234992338506596;-2.32252769761331;0.00921295012950113;0.925551998543539;2.30800490368978e-05;3.13211354803564e-05;2.30800490368978e-05;3.13211354803564e-05;8.2240931498624e-05;5.59683929060483e-05;8.2240931498624e-05;5.59683929060483e-05
"285";"ES.56";"ES";"Europe";"High";14236.3;0.0057748766460867;0.579158339053909;-0.00552677981190634;-0.551153526171566;0.0057748766460867;0.579158339053909;-0.00552677981190634;-0.551153526171566;-0.00945640286131501;-0.941183168874293;0.0225390518744777;2.27949754455474;-0.00945640286131501;-0.941183168874293;0.0225390518744777;2.27949754455474;2.63793387905133e-05;2.41341090744605e-05;2.63793387905133e-05;2.41341090744605e-05;2.87304355859499e-05;1.77209119773286e-05;2.87304355859499e-05;1.77209119773286e-05
"286";"ES.57";"ES";"Europe";"High";791.3;-0.024588011556989;-2.42881887763304;0.00907362947401801;0.911491963933475;-0.024588011556989;-2.42881887763304;0.00907362947401801;0.911491963933475;-0.0496432242278813;-4.84311393391993;-0.00445865223155957;-0.444872719793543;-0.0496432242278813;-4.84311393391993;-0.00445865223155957;-0.444872719793543;0.000157112210544015;8.62976385296798e-05;0.000157112210544015;8.62976385296798e-05;0.000284417323519475;0.000199780384063107;0.000284417323519475;0.000199780384063107
"287";"ES.58";"ES";"Europe";"High";3737.8;-0.0267643014991073;-2.64093116511348;-0.00426557048833357;-0.425648586416327;-0.0267643014991073;-2.64093116511348;-0.00426557048833357;-0.425648586416327;-0.0226757978473875;-2.24206342616841;0.0222973189162466;2.25477620714829;-0.0226757978473875;-2.24206342616841;0.0222973189162466;2.25477620714829;8.82323689363539e-06;4.43772757621982e-05;8.82323689363539e-06;4.43772757621982e-05;4.37657597416361e-05;6.77177604613091e-05;4.37657597416361e-05;6.77177604613091e-05
"288";"ES.59";"ES";"Europe";"High";2476.5;-0.0111508204551254;-1.10888804976051;-0.0340897946370873;-3.35152844033177;-0.0111508204551254;-1.10888804976051;-0.0340897946370873;-3.35152844033177;0.00853163061330848;0.856812869598489;0.00316035927140554;0.316535847180366;0.00853163061330848;0.856812869598489;0.00316035927140554;0.316535847180366;5.60127265786165e-05;4.94773575535395e-05;5.60127265786165e-05;4.94773575535395e-05;0.000111867623813486;5.39248763594791e-05;0.000111867623813486;5.39248763594791e-05
"289";"ES.60";"ES";"Europe";"High";6925;-0.0145163752908848;-1.44115206978025;0.00131037077259877;0.13112296835025;-0.0145163752908848;-1.44115206978025;0.00131037077259877;0.13112296835025;-0.0356693216938232;-3.50406681519322;0.0103083178274929;1.03616315699018;-0.0356693216938232;-3.50406681519322;0.0103083178274929;1.03616315699018;1.5223825972478e-05;2.72267259452772e-05;1.5223825972478e-05;2.72267259452772e-05;3.71924011645163e-05;3.28600773522124e-05;3.71924011645163e-05;3.28600773522124e-05
"290";"ET.44";"ET";"Africa";"Low";446.2;0.0526064956498611;5.40148040933133;0.105560430423314;11.1333260833084;0.0526064956498611;5.40148040933133;0.105560430423314;11.1333260833084;-0.0440305929409796;-4.3075318115079;-0.021030268402459;-2.08106743756914;-0.0440305929409796;-4.3075318115079;-0.021030268402459;-2.08106743756914;0.000442542949369277;0.000348257378077956;0.000442542949369277;0.000348257378077956;0.000140780334998832;0.000132885522823434;0.000140780334998832;0.000132885522823434
"291";"ET.46";"ET";"Africa";"Low";172.8;-0.0768259707546107;-7.39490004593218;-0.076732004408924;-7.38619787424832;-0.0768259707546107;-7.39490004593218;-0.076732004408924;-7.38619787424832;-0.0562372113492605;-5.46851301235334;-0.078588114900397;-7.5579398886454;-0.0562372113492605;-5.46851301235334;-0.078588114900397;-7.5579398886454;0.000772490115007681;0.00209458560014712;0.000772490115007681;0.00209458560014712;0.000381074349312155;0.00139443710542882;0.000381074349312155;0.00139443710542882
"292";"ET.51";"ET";"Africa";"Low";28.4;-0.000977741799133872;-0.0977263965366348;0.0596916548087188;6.15091848251055;-0.000977741799133872;-0.0977263965366348;0.0596916548087188;6.15091848251055;-0.106748940977428;-10.1248715712787;-0.0422880467632861;-4.14063789888789;-0.106748940977428;-10.1248715712787;-0.0422880467632861;-4.14063789888789;0.00535797792944237;0.0117523979502432;0.00535797792944237;0.0117523979502432;0.00412805890364235;0.00274044056377334;0.00412805890364235;0.00274044056377334
"293";"ET.54";"ET";"Africa";"Low";95.3;0.00698897681642358;0.701345671146969;0.00945450249903655;0.94993374939174;0.00698897681642358;0.701345671146969;0.00945450249903655;0.94993374939174;-0.026127359337327;-2.57889931608803;-0.0237427084139473;-2.34630678260654;-0.026127359337327;-2.57889931608803;-0.0237427084139473;-2.34630678260654;0.0015040303679784;0.00113120429656382;0.0015040303679784;0.00113120429656382;0.000779192947664668;0.000905055308016479;0.000779192947664668;0.000905055308016479
"294";"FI.01";"FI";"Europe";"High";6915.6;-0.0179688317236386;-1.78083548981406;-0.0269494017842998;-2.65895068875995;-0.0179688317236386;-1.78083548981406;-0.0269494017842998;-2.65895068875995;0.00102690049481868;0.102742793766009;-0.000597467255084471;-0.0597288807064777;0.00102690049481868;0.102742793766009;-0.000597467255084471;-0.0597288807064777;2.97014608873959e-05;1.94281650029811e-05;2.97014608873959e-05;1.94281650029811e-05;2.09925947224862e-05;3.16917091594004e-05;2.09925947224862e-05;3.16917091594004e-05
"295";"FI.02";"FI";"Europe";"High";2040.9;-0.00105858683171268;-0.105802672633004;-0.010141795537978;-1.00905409471455;-0.00105858683171268;-0.105802672633004;-0.010141795537978;-1.00905409471455;0.00764942655752509;0.767875816314278;-0.0014438543955023;-0.144281253923451;0.00764942655752509;0.767875816314278;-0.0014438543955023;-0.144281253923451;2.53850517383043e-05;3.25645041426484e-05;2.53850517383043e-05;3.25645041426484e-05;4.12371220609178e-05;4.36264390043693e-05;4.12371220609178e-05;4.36264390043693e-05
"296";"FI.04";"FI";"Europe";"High";29.7;-0.073830773113276;-7.11711366408964;NA;NA;-0.073830773113276;-7.11711366408964;NA;NA;-0.0381004998410618;-3.73838067447058;NA;NA;-0.0381004998410618;-3.73838067447058;NA;NA;0.000714386630511829;NA;0.000714386630511829;NA;0.00374773859743013;NA;0.00374773859743013;NA
"297";"FI.05";"FI";"Europe";"High";58.4;-0.0615212425077421;-5.96670295031386;0.125785222645944;13.4038576320124;-0.0615212425077421;-5.96670295031386;0.125785222645944;13.4038576320124;0.0192069969960738;1.93926379934555;0.016247716630341;1.63804285592319;0.0192069969960738;1.93926379934555;0.016247716630341;1.63804285592319;0.000336428410629325;0.00131593559458327;0.000336428410629325;0.00131593559458327;0.00673867669105145;0.00555715211336101;0.00673867669105145;0.00555715211336101
"298";"FI.06";"FI";"Europe";"High";1348;-0.0334754045333508;-3.29213033092739;-0.0229321627441894;-2.26712191729375;-0.0334754045333508;-3.29213033092739;-0.0229321627441894;-2.26712191729375;0.00684053561630002;0.686398551953094;0.00721594858319336;0.724204627560776;0.00684053561630002;0.686398551953094;0.00721594858319336;0.724204627560776;3.00843540525401e-05;3.72955061394486e-05;3.00843540525401e-05;3.72955061394486e-05;5.16569096198002e-05;0.000103803897080091;5.16569096198002e-05;0.000103803897080091
"299";"FI.09";"FI";"Europe";"High";247.3;-0.0973922377397569;-9.27999017784554;-0.0486197430418986;-4.7456727952344;-0.0973922377397569;-9.27999017784554;-0.0486197430418986;-4.7456727952344;0.0394223827131782;4.02097574924325;0.064328931152714;6.64431274427619;0.0394223827131782;4.02097574924325;0.064328931152714;6.64431274427619;0.000281085783455037;0.000312000499843822;0.000281085783455037;0.000312000499843822;0.0012038933469594;0.000969341182920233;0.0012038933469594;0.000969341182920233
"300";"FI.11";"FI";"Europe";"High";1357.4;-0.0231700569759066;-2.29036923992713;-0.0229834829955316;-2.27213746446068;-0.0231700569759066;-2.29036923992713;-0.0229834829955316;-2.27213746446068;0.0154350326171619;1.55547679796531;0.00420755748744756;0.421642168529957;0.0154350326171619;1.55547679796531;0.00420755748744756;0.421642168529957;6.40431990495263e-05;4.25282028374535e-05;6.40431990495263e-05;4.25282028374535e-05;7.26950619111876e-05;7.56895725124875e-05;7.26950619111876e-05;7.56895725124875e-05
"301";"FI.12";"FI";"Europe";"High";33.3;-0.0400135878467963;-3.92236158186848;-0.0207891980547157;-2.05745924094192;-0.0400135878467963;-3.92236158186848;-0.0207891980547157;-2.05745924094192;0.0212247969750076;2.14516450705355;0.0164546924546169;1.65908165080695;0.0212247969750076;2.14516450705355;0.0164546924546169;1.65908165080695;0.000469496825573481;0.000990435096250084;0.000469496825573481;0.000990435096250084;0.00202266113251062;0.00724060922966795;0.00202266113251062;0.00724060922966795
"302";"FI.13";"FI";"Europe";"High";781.9;-0.0174206783638173;-1.7269815660328;-0.0144299017773543;-1.43262897140439;-0.0174206783638173;-1.7269815660328;-0.0144299017773543;-1.43262897140439;-0.0195267512811245;-1.93373391447621;-0.000173071905007135;-0.0173056928928994;-0.0195267512811245;-1.93373391447621;-0.000173071905007135;-0.0173056928928994;8.51635703056559e-05;8.32306286276541e-05;8.51635703056559e-05;8.32306286276541e-05;5.61449339839242e-05;5.31154042279285e-05;5.61449339839242e-05;5.31154042279285e-05
"303";"FI.15";"FI";"Europe";"High";94.9;-0.0371689238428489;-3.64866387783889;-0.0464570622238674;-4.53944516706685;-0.0371689238428489;-3.64866387783889;-0.0464570622238674;-4.53944516706685;0.0781277403148749;8.12607704399526;0.147317487856329;15.872178473282;0.0781277403148749;8.12607704399526;0.147317487856329;15.872178473282;0.000421620265995646;0.00035739813129198;0.000421620265995646;0.00035739813129198;0.00182292345447505;0.00235208138984379;0.00182292345447505;0.00235208138984379
"304";"FI.17";"FI";"Europe";"High";1382.5;-0.0168812472342514;-1.67395574008833;-0.0251895693468397;-2.48749593111336;-0.0168812472342514;-1.67395574008833;-0.0251895693468397;-2.48749593111336;-0.0126156396273151;-1.25363960319632;-0.0116593276273496;-1.15916210601403;-0.0126156396273151;-1.25363960319632;-0.0116593276273496;-1.15916210601403;7.38436955929682e-05;6.92908560928848e-05;7.38436955929682e-05;6.92908560928848e-05;5.67416541289988e-05;7.64884972200597e-05;5.67416541289988e-05;7.64884972200597e-05
"305";"FI.19";"FI";"Europe";"High";41.2;-0.0267385491973862;-2.63842391271394;0.0106498107833937;1.07067218695949;-0.0267385491973862;-2.63842391271394;0.0106498107833937;1.07067218695949;0.00581403285782376;0.583096714979603;0.0780705683151161;8.1198954366537;0.00581403285782376;0.583096714979603;0.0780705683151161;8.1198954366537;0.000427239124666556;0.00162901048708027;0.000427239124666556;0.00162901048708027;0.00135699715763131;0.00215463435072402;0.00135699715763131;0.00215463435072402
"306";"FR.11";"FR";"Europe";"High";37380.8;0.00143540481035832;0.143643549693495;0.004637987539639;0.464875965104872;0.00143540481035832;0.143643549693495;0.004637987539639;0.464875965104872;-0.0061932177837784;-0.617407934041814;-0.0102635821753319;-1.02110913505852;-0.0061932177837784;-0.617407934041814;-0.0102635821753319;-1.02110913505852;1.52669559192133e-05;1.58352366767708e-05;1.52669559192133e-05;1.58352366767708e-05;1.74400973143759e-05;9.96110048391304e-06;1.74400973143759e-05;9.96110048391304e-06
"307";"FR.24";"FR";"Europe";"High";1534.3;-0.00901927355768349;-0.897872191695359;-0.0147585874266017;-1.46502132800252;-0.00901927355768349;-0.897872191695359;-0.0147585874266017;-1.46502132800252;-0.0285510147535658;-2.81472859452205;-0.0277924376591071;-2.74097810453547;-0.0285510147535658;-2.81472859452205;-0.0277924376591071;-2.74097810453547;3.97799190455244e-05;6.95413849981567e-05;3.97799190455244e-05;6.95413849981567e-05;4.23998060575242e-05;4.35304877819037e-05;4.23998060575242e-05;4.35304877819037e-05
"308";"FR.27";"FR";"Europe";"High";1202.6;-0.0232918832464736;-2.30227211478495;-0.0368648762091616;-3.61936402803905;-0.0232918832464736;-2.30227211478495;-0.0368648762091616;-3.61936402803905;-0.0292585856868492;-2.88346974522378;-0.0638551544279414;-6.18591247582597;-0.0292585856868492;-2.88346974522378;-0.0638551544279414;-6.18591247582597;5.33953242317841e-05;2.42367090105859e-05;5.33953242317841e-05;2.42367090105859e-05;8.65268377404391e-05;7.56192837801955e-05;8.65268377404391e-05;7.56192837801955e-05
"309";"FR.28";"FR";"Europe";"High";1764.6;0.00493034573982425;0.494251989375427;0.0290876110086527;2.95147873530714;0.00493034573982425;0.494251989375427;0.0290876110086527;2.95147873530714;-0.00345876002940023;-0.345278540917393;0.00684540892311251;0.686889228860688;-0.00345876002940023;-0.345278540917393;0.00684540892311251;0.686889228860688;5.83966171390698e-05;3.24595055341278e-05;5.83966171390698e-05;3.24595055341278e-05;4.92392081937339e-05;5.1296145651258e-05;4.92392081937339e-05;5.1296145651258e-05
"310";"FR.32";"FR";"Europe";"High";2278.6;-0.0166123726582951;-1.64751481214515;-0.00866038352937656;-0.862299043198644;-0.0166123726582951;-1.64751481214515;-0.00866038352937656;-0.862299043198644;-0.00498761301989904;-0.49751955312014;0.00380776701526837;0.381502577038151;-0.00498761301989904;-0.49751955312014;0.00380776701526837;0.381502577038151;4.1589214925427e-05;2.70374781643641e-05;4.1589214925427e-05;2.70374781643641e-05;3.39683251415541e-05;3.21284638324499e-05;3.39683251415541e-05;3.21284638324499e-05
"311";"FR.44";"FR";"Europe";"High";5061;-0.0171157228419762;-1.69700809635811;-0.0217490098925741;-2.15142055119005;-0.0171157228419762;-1.69700809635811;-0.0217490098925741;-2.15142055119005;-0.0150327351158738;-1.49203076226176;-0.014741686138075;-1.46335594582451;-0.0150327351158738;-1.49203076226176;-0.014741686138075;-1.46335594582451;3.26679433360795e-05;2.15064938972393e-05;3.26679433360795e-05;2.15064938972393e-05;2.62822537137043e-05;1.83767194700827e-05;2.62822537137043e-05;1.83767194700827e-05
"312";"FR.52";"FR";"Europe";"High";865.1;-0.0190944850593938;-1.89133401679461;0.00964370651224422;0.969035689015008;-0.0190944850593938;-1.89133401679461;0.00964370651224422;0.969035689015008;-0.0142145949716006;-1.41140446078787;-0.00620298298557043;-0.618378420369448;-0.0142145949716006;-1.41140446078787;-0.00620298298557043;-0.618378420369448;6.54721548097891e-05;3.49579030286514e-05;6.54721548097891e-05;3.49579030286514e-05;0.000275527401528912;6.3149516764356e-05;0.000275527401528912;6.3149516764356e-05
"313";"FR.53";"FR";"Europe";"High";2045.6;-0.0156923872204165;-1.55699032377239;-0.00673806956470593;-0.67154196747069;-0.0156923872204165;-1.55699032377239;-0.00673806956470593;-0.67154196747069;-0.0246403185147415;-2.43392239580595;-0.00427915649563692;-0.427001395092197;-0.0246403185147415;-2.43392239580595;-0.00427915649563692;-0.427001395092197;2.65444393631321e-05;3.95056233465128e-05;2.65444393631321e-05;3.95056233465128e-05;4.66586589478394e-05;2.86339438123031e-05;4.66586589478394e-05;2.86339438123031e-05
"314";"FR.75";"FR";"Europe";"High";4090.3;-0.00784898547790825;-0.781826262501573;-0.00867119790901401;-0.863371150136083;-0.00784898547790825;-0.781826262501573;-0.00867119790901401;-0.863371150136083;-0.0125974588450139;-1.25184430079496;-0.00494657591395575;-0.493436175503992;-0.0125974588450139;-1.25184430079496;-0.00494657591395575;-0.493436175503992;2.51642790066358e-05;4.10303242451385e-05;2.51642790066358e-05;4.10303242451385e-05;2.24974918628613e-05;2.36339550129526e-05;2.24974918628613e-05;2.36339550129526e-05
"315";"FR.76";"FR";"Europe";"High";6134.4;-0.00149416466010201;-0.149304895183944;-0.0163161142649344;-1.6183727463227;-0.00149416466010201;-0.149304895183944;-0.0163161142649344;-1.6183727463227;-0.0103452997331022;-1.02919711782121;-0.0161412768473065;-1.60117045291317;-0.0103452997331022;-1.02919711782121;-0.0161412768473065;-1.60117045291317;1.99035618174921e-05;3.57724000699372e-05;1.99035618174921e-05;3.57724000699372e-05;2.60688666475192e-05;1.41047057870505e-05;2.60688666475192e-05;1.41047057870505e-05
"316";"FR.84";"FR";"Europe";"High";9177;-0.0147481186922391;-1.46398978608592;-0.0211431220984946;-2.09211732749849;-0.0147481186922391;-1.46398978608592;-0.0211431220984946;-2.09211732749849;-0.0132346664535616;-1.31474733366259;-0.0097188112962893;-0.967173627762397;-0.0132346664535616;-1.31474733366259;-0.0097188112962893;-0.967173627762397;2.68931240163674e-05;2.48950072855061e-05;2.68931240163674e-05;2.48950072855061e-05;3.2530442314769e-05;1.21412134749702e-05;3.2530442314769e-05;1.21412134749702e-05
"317";"FR.93";"FR";"Europe";"High";4498.6;-0.00517009337191932;-0.515675144209271;-0.0031518503825242;-0.314688851649603;-0.00517009337191932;-0.515675144209271;-0.0031518503825242;-0.314688851649603;-0.0195636859522998;-1.93735589287877;-0.0175853200194883;-1.74316006663144;-0.0195636859522998;-1.93735589287877;-0.0175853200194883;-1.74316006663144;1.19303845722688e-05;2.05603889719477e-05;1.19303845722688e-05;2.05603889719477e-05;4.3070344132368e-05;1.57247062408647e-05;4.3070344132368e-05;1.57247062408647e-05
"318";"GA.01";"GA";"Africa";"Upper-middle";36.6;0.0727543830953118;7.54663517554466;NA;NA;0.0727543830953118;7.54663517554466;NA;NA;0.0595645339991287;6.13742534946149;NA;NA;0.0595645339991287;6.13742534946149;NA;NA;0.00387421871911981;NA;0.00387421871911981;NA;0.00101196993061388;NA;0.00101196993061388;NA
"319";"GB.ENG";"GB";"Europe";"High";102049.8;-0.0158658063679278;-1.57406074637705;-0.0300515771002069;-2.96045179272549;-0.0158658063679278;-1.57406074637705;-0.0300515771002069;-2.96045179272549;0.00311534305273171;0.312020077708253;-0.00492600687724686;-0.491389400289888;0.00311534305273171;0.312020077708253;-0.00492600687724686;-0.491389400289888;1.53360143359236e-05;1.14825306868977e-05;1.53360143359236e-05;1.14825306868977e-05;8.89515687025406e-06;1.74158412939924e-05;8.89515687025406e-06;1.74158412939924e-05
"320";"GB.NIR";"GB";"Europe";"High";2704.1;-0.0097160005181824;-0.966895268070955;0.00960399087237662;0.965025718785606;-0.0097160005181824;-0.966895268070955;0.00960399087237662;0.965025718785606;0.0113705002049437;1.14353900525228;0.0233857315904233;2.36613219120638;0.0113705002049437;1.14353900525228;0.0233857315904233;2.36613219120638;5.25580096982649e-05;2.16427478669907e-05;5.25580096982649e-05;2.16427478669907e-05;3.01874684166087e-05;3.07453456436808e-05;3.01874684166087e-05;3.07453456436808e-05
"321";"GB.SCT";"GB";"Europe";"High";14245;-0.0186111958307134;-1.84390769589281;-0.00773866520034042;-0.770879882242326;-0.0186111958307134;-1.84390769589281;-0.00773866520034042;-0.770879882242326;0.00537750978220042;0.539199454026607;-0.00199205659165;-0.199007376377147;0.00537750978220042;0.539199454026607;-0.00199205659165;-0.199007376377147;1.56317492998342e-05;1.36224838627035e-05;1.56317492998342e-05;1.36224838627035e-05;1.30063186188553e-05;1.99207001690771e-05;1.30063186188553e-05;1.99207001690771e-05
"322";"GB.WLS";"GB";"Europe";"High";4967.1;-0.0202783863406736;-2.00741626363777;-0.00436415569692524;-0.435464660752993;-0.0202783863406736;-2.00741626363777;-0.00436415569692524;-0.435464660752993;-0.0025209949127223;-0.251781987369348;-0.00551160371509838;-0.549644269397764;-0.0025209949127223;-0.251781987369348;-0.00551160371509838;-0.549644269397764;7.82550760354222e-06;2.0355765981946e-05;7.82550760354222e-06;2.0355765981946e-05;3.10141641316451e-05;2.4445276261944e-05;3.10141641316451e-05;2.4445276261944e-05
"323";"GE.51";"GE";"Asia";"Upper-middle";524.5;0.0734689827986078;7.62351543516535;0.078972061358346;8.21740871739269;0.0734689827986078;7.62351543516535;0.078972061358346;8.21740871739269;0.0119677739048818;1.20396742537539;-0.0403579098594424;-3.95543753298309;0.0119677739048818;1.20396742537539;-0.0403579098594424;-3.95543753298309;0.00292811748028543;0.00777365414048093;0.00292811748028543;0.00777365414048093;0.000212669033357505;0.000181755130067856;0.000212669033357505;0.000181755130067856
