row_number,nmr_typology,continent_name,country_name,geonames_admin1_ascii_name,n_years_in_typology,n_years,y_pop_INT
1320,Both balanced,Europe,Slovenia,Grosuplje,12,12,3
1321,Net receiver,Asia,"Korea, Republic of",North Chungcheong,12,25,2456
1322,Mixed,Africa,Uganda,Western Region,12,25,101
1323,Net receiver,Asia,China,Guizhou,12,25,682
1324,Mixed,Europe,Portugal,Azores,12,23,19
1325,Net receiver,Asia,Thailand,Surin,12,21,185
1326,Both balanced,Europe,Ukraine,Kirovohrad,12,17,1
1327,Mixed,Asia,India,Mizoram,12,20,119
1328,Both balanced,Asia,Sri Lanka,North Western,12,25,4
1329,Net sender,Europe,Italy,Tuscany,12,25,8775
1330,IN rec. INT sen.,Europe,Netherlands,South Holland,12,25,7334
1331,Mixed,Europe,Czechia,Plzensky kraj,12,25,160
1332,IN rec. INT sen.,Europe,Netherlands,Overijssel,12,25,968
1333,Both balanced,North America,Montserrat,Saint Anthony,12,23,2
1334,Mixed,Asia,"Taiwan, Province of China",Fukien,12,17,9
1335,Net sender,Europe,United Kingdom,Northern Ireland,12,25,2268
1336,INT rec. IN sen.,Asia,China,Liaoning,12,25,24371
1337,Net receiver,North America,United States,Ohio,12,25,11555
1338,IN rec. INT sen.,Asia,Japan,Ibaraki,12,25,10284
1339,Mixed,Europe,Portugal,District of Setubal,12,25,94
1340,Net receiver,Europe,Sweden,Vaestra Goetaland,12,25,6344
1341,Net receiver,Asia,Thailand,Nakhon Si Thammarat,12,22,8
1342,Both balanced,Europe,Russian Federation,Tula,12,25,58
1343,Mixed,Asia,Sri Lanka,Central,12,25,66
1344,Net sender,Europe,Ukraine,Kharkiv,12,25,1941
1345,Net receiver,Europe,Russian Federation,Tyumen' Oblast,12,25,171
1346,Mixed,South America,Ecuador,Azuay,12,24,9
1347,INT rec. IN sen.,Europe,Norway,Akershus,12,25,1556
1348,Both balanced,Asia,Indonesia,East Kalimantan,12,23,4
1349,Net sender,Europe,Poland,Lesser Poland,12,25,7170
1350,Mixed,Europe,Poland,Opole Voivodeship,12,25,146
1351,Both balanced,South America,Colombia,Meta,12,23,5
1352,Mixed,Europe,Russian Federation,Udmurtiya Republic,12,25,82
1353,Mixed,South America,Argentina,Neuquen,12,25,81
1354,Mixed,Asia,Bhutan,Thimphu,12,21,5
1355,Mixed,Europe,Portugal,Leiria,12,22,38
1356,Mixed,Europe,Russian Federation,Vologda,12,25,28
1357,Mixed,North America,Mexico,Tlaxcala,12,25,113
1358,Both balanced,Europe,Norway,Finnmark,12,23,9
1359,Net receiver,Europe,Spain,Castille-La Mancha,12,25,402
1360,Net sender,Asia,China,Beijing,12,25,83013
1361,Mixed,Africa,Algeria,Biskra,12,25,260
1362,INT rec. IN sen.,Europe,Switzerland,Vaud,12,25,6972
1363,Net sender,Oceania,New Zealand,Otago,12,25,1201
1364,INT rec. IN sen.,Europe,Switzerland,Basel-City,12,25,1661
1365,Both balanced,South America,Colombia,Choco,12,15,1
1366,Net receiver,North America,United States,New York,12,25,37757
1367,Net receiver,North America,United States,Vermont,12,25,1287
1368,Net receiver,Europe,Czechia,Kralovehradecky kraj,12,25,229
1369,Mixed,South America,Argentina,San Juan,12,25,47
1370,Net receiver,Europe,Croatia,Osjecko-Baranjska,12,25,420
1371,Mixed,Asia,Indonesia,Bali,12,25,13
1372,INT rec. IN sen.,North America,United States,Pennsylvania,12,25,16872
1373,Net receiver,Europe,Poland,Warmia-Masuria,12,25,986
1374,Mixed,Asia,Cyprus,Ammochostos,12,25,5
1375,Both balanced,North America,Bahamas,New Providence,12,23,1
1376,Net receiver,Europe,Croatia,Split-Dalmatia,12,25,351
1377,Mixed,Asia,"Iran, Islamic Republic of",Hormozgan,12,20,6
1378,Net receiver,Asia,China,Chongqing,12,25,10494
1379,Both balanced,Europe,Hungary,Szabolcs-Szatmar-Bereg,12,17,3
1380,Net receiver,Europe,France,Bourgogne-Franche-Comte,12,25,1161
1381,Net sender,Europe,Austria,Styria,12,25,1607
1382,Mixed,Asia,Thailand,Samut Prakan,12,22,17
1383,Mixed,Asia,Jordan,Mafraq,12,25,19
1384,Net receiver,Europe,Portugal,Braga,12,25,141
1385,Net sender,South America,Brazil,Rio Grande do Sul,12,25,8224
1386,Net receiver,Europe,Austria,Salzburg,12,25,829
1387,INT rec. IN sen.,Europe,Czechia,South Moravian,12,25,5143
1388,Both balanced,Africa,Sudan,Central Darfur,12,14,1
1389,Mixed,North America,Mexico,Oaxaca,12,24,44
1390,Both balanced,Asia,Kuwait,Muhafazat al Jahra',12,24,27
1391,Net receiver,Asia,Jordan,Zarqa,12,25,66
1392,INT rec. IN sen.,Europe,Norway,Trondelag,12,25,2797
1393,IN rec. INT sen.,Europe,France,Provence-Alpes-Cote d'Azur,12,25,2806
1394,Net receiver,Europe,France,Pays de la Loire,12,25,803
1395,Net sender,Europe,Spain,Navarre,12,25,1023
1396,Both balanced,Asia,Uzbekistan,Surxondaryo,12,14,1
1397,Net sender,Europe,Czechia,Hlavni mesto Praha,12,25,9616
1398,Mixed,Europe,Ukraine,Dnipropetrovsk,12,25,127
1399,Mixed,Asia,Japan,Fukui,12,25,188
1400,Mixed,South America,Brazil,Roraima,12,19,23
1401,Mixed,Asia,Kazakhstan,Karaganda,12,25,5
1402,IN rec. INT sen.,Europe,France,Auvergne-Rhone-Alpes,12,25,14579
1403,INT rec. IN sen.,Europe,Norway,Troms,12,25,541
1404,Mixed,Oceania,Papua New Guinea,National Capital,12,25,65
1405,Both balanced,Africa,Djibouti,Djibouti,12,18,3
1406,Both balanced,Asia,Uzbekistan,Navoiy,12,13,2
1407,Mixed,Africa,Libya,Al Jabal al Akhdar,12,21,13
1408,Net receiver,Asia,Türkiye,Denizli,12,25,252
1409,IN rec. INT sen.,North America,Canada,Ontario,12,25,44261
1410,Both balanced,Oceania,Papua New Guinea,Morobe,12,25,14
1411,Both balanced,Europe,Austria,Burgenland,13,19,1
1412,Mixed,Africa,Sudan,Khartoum,13,25,214
1413,Mixed,North America,Puerto Rico,Ponce,13,25,73
1414,Net sender,Asia,Japan,Aichi,13,25,7787
1415,Both balanced,North America,Puerto Rico,Carolina,13,16,3
1416,Mixed,North America,Puerto Rico,Cidra,13,25,44
1417,Mixed,North America,Mexico,Guerrero,13,22,8
1418,Mixed,Asia,Nepal,Eastern Region,13,25,61
1419,Net sender,Europe,Hungary,Hajdu-Bihar,13,25,908
1420,IN rec. INT sen.,Europe,France,Grand Est,13,25,4728
1421,Both balanced,Africa,Sudan,North Kordofan,13,21,19
1422,Net sender,Europe,France,Normandy,13,25,1367
1423,Net sender,Asia,China,Tianjin,13,25,1806
1424,Both balanced,Asia,Cyprus,Limassol,13,20,4
1425,Mixed,Europe,Croatia,Zadarska,13,25,10
1426,Mixed,Asia,Cyprus,Nicosia,13,25,112
1427,Both balanced,Europe,France,Corsica,13,21,3
1428,Both balanced,Africa,Algeria,Tipaza,13,16,4
1429,Both balanced,Europe,Sweden,Jaemtland,13,25,12
1430,INT rec. IN sen.,Europe,Switzerland,Geneva,13,25,3642
1431,Both balanced,Europe,Norway,Sogn og Fjordane,13,25,6
1432,Net receiver,Europe,Sweden,Kalmar,13,24,197
1433,Net receiver,Europe,Norway,Rogaland,13,25,78
1434,Both balanced,South America,Argentina,Santa Cruz,13,25,3
1435,Both balanced,Africa,Gabon,Estuaire,13,25,52
1436,Mixed,Asia,Iraq,Nineveh,13,25,12
1437,Both balanced,Europe,Switzerland,Solothurn,13,24,10
1438,Net receiver,Oceania,Australia,New South Wales,13,25,17609
1439,Mixed,Europe,Czechia,Vysocina,13,23,25
1440,Net receiver,Asia,China,Shandong,13,25,6031
1441,Mixed,North America,Mexico,Baja California Sur,13,25,29
1442,Both balanced,South America,Colombia,Cesar,13,19,3
1443,Mixed,Asia,Indonesia,Bengkulu,13,23,11
1444,IN rec. INT sen.,Asia,Japan,Gifu,13,25,1854
1445,Net receiver,Europe,Norway,Nordland,13,25,146
1446,Net receiver,Oceania,Australia,Victoria,13,25,27680
1447,Both balanced,Europe,Ukraine,Rivne,13,24,96
1448,Both balanced,Europe,Liechtenstein,Schaan,13,24,17
1449,Mixed,Europe,Portugal,Portalegre,13,20,4
1450,Net receiver,Europe,Norway,Buskerud,13,25,75
1451,Net receiver,Europe,Poland,Subcarpathian,13,25,184
1452,Mixed,Europe,Russian Federation,Ulyanovsk,13,25,76
1453,INT rec. IN sen.,Europe,Sweden,Vaesterbotten,13,25,1909
1454,Mixed,Asia,Viet Nam,Nghe An,13,23,3
1455,Mixed,Europe,Ukraine,Odesa,13,25,146
1456,Net receiver,Europe,Sweden,Stockholm,13,25,7395
1457,Net receiver,North America,Mexico,Veracruz,13,25,792
1458,Net sender,Asia,India,Uttar Pradesh,13,25,5251
1459,Net receiver,Asia,"Korea, Republic of",Daegu,13,25,1297
1460,Mixed,North America,Barbados,Saint Michael,13,22,45
1461,Mixed,Asia,Indonesia,West Nusa Tenggara,13,25,16
1462,Mixed,Europe,Netherlands,Flevoland,13,24,4
1463,Mixed,Europe,Russian Federation,Stavropol' Kray,13,25,47
1464,Both balanced,Europe,Russian Federation,Smolensk,13,25,15
1465,Mixed,Asia,Oman,Al Batinah North,13,18,14
1466,Both balanced,Europe,Slovenia,Izola-Isola,13,18,1
1467,Mixed,Asia,Indonesia,Maluku,13,23,4
1468,Both balanced,Asia,Uzbekistan,Sirdaryo,13,14,4
1469,Both balanced,Europe,Malta,Il-Furjana,13,16,2
1470,Net receiver,Asia,Pakistan,Islamabad,13,25,1247
1471,Net receiver,South America,Brazil,Espirito Santo,13,25,124
1472,Mixed,Europe,Czechia,Ustecky kraj,13,25,17
1473,Both balanced,Europe,Slovenia,Kranj,13,19,1
1474,Mixed,Asia,Hong Kong,Tsuen Wan,13,25,25
1475,Net sender,Asia,Japan,Ishikawa,13,25,2358
1476,Both balanced,Asia,Indonesia,Papua,13,19,1
1477,Mixed,Europe,Finland,Ostrobothnia,13,25,26
1478,IN rec. INT sen.,Europe,Belgium,Wallonia,13,25,4005
1479,Mixed,Asia,Hong Kong,Sha Tin,13,25,15
1480,Mixed,Asia,Myanmar,Rangoon,13,25,37
1481,Mixed,South America,Paraguay,Asuncion,13,24,23
1482,INT rec. IN sen.,North America,United States,Indiana,13,25,6177
1483,Mixed,Europe,Finland,Southern Ostrobothnia,13,25,1
1484,Both balanced,Asia,Myanmar,Shan,13,16,1
1485,Mixed,Europe,Ukraine,Ternopil,13,25,44
1486,Net receiver,South America,Brazil,Bahia,13,25,235
1487,Mixed,South America,Ecuador,Guayas,13,25,108
1488,Both balanced,South America,Peru,Ayacucho,13,16,13
1489,Both balanced,Europe,Bulgaria,Blagoevgrad,13,14,1
1490,Mixed,Europe,Ukraine,Cherkasy,13,25,6
1491,Both balanced,Asia,Kyrgyzstan,Osh,13,18,3
1492,Mixed,Asia,India,Tripura,13,25,11
1493,Both balanced,Europe,Slovenia,Novo Mesto,13,25,14
1494,Both balanced,Europe,Russian Federation,Magadan Oblast,13,18,1
1495,Both balanced,Europe,Russian Federation,Kursk,13,25,17
1496,Net receiver,Asia,Thailand,Nakhon Ratchasima,13,25,17
1497,Net receiver,Africa,South Africa,Gauteng,13,25,2014
1498,Both balanced,North America,Dominican Republic,Nacional,13,25,12
1499,Mixed,Europe,Russian Federation,Krasnodarskiy,13,25,105
1500,Net sender,Europe,Greece,Crete,13,25,1456
1501,Both balanced,Africa,Liberia,Margibi,13,15,3
1502,Both balanced,Asia,Philippines,Mimaropa,13,17,1
1503,Both balanced,North America,Belize,Cayo,13,19,4
1504,Both balanced,Europe,North Macedonia,Tetovo,13,13,4
1505,Mixed,Asia,Türkiye,Aksaray,13,15,100
1506,Net sender,Europe,Finland,Northern Savonia,13,25,1184
1507,Net receiver,North America,United States,Utah,13,25,4182
1508,Both balanced,North America,Canada,Nunavut,13,22,1
1509,Both balanced,Asia,Philippines,Soccsksargen,13,23,21
1510,Mixed,Europe,Russian Federation,Khabarovsk,13,25,44
1511,Net sender,South America,Colombia,Valle del Cauca,13,25,696
1512,Both balanced,Africa,Madagascar,Upper Matsiatra,13,17,1
1513,Mixed,Europe,Finland,South Savo,13,25,15
1514,Both balanced,Europe,Romania,Hunedoara,13,25,69
1515,Net sender,Asia,Japan,Nara,13,25,1579
1516,Both balanced,Africa,Sierra Leone,Western Area,13,25,7
1517,Both balanced,Africa,Zimbabwe,Bulawayo,13,20,15
1518,Both balanced,Europe,Russian Federation,Karachayevo-Cherkesiya Republic,13,16,2
1519,Net sender,Europe,Germany,Schleswig-Holstein,13,25,3551
1520,IN rec. INT sen.,Asia,Israel,Tel Aviv,13,25,5761
1521,Both balanced,Africa,"Tanzania, United Republic of",Mwanza,13,25,3
1522,Both balanced,Europe,Albania,Shkoder,13,14,14
1523,Both balanced,Europe,Ukraine,Zhytomyr,13,21,8
1524,INT rec. IN sen.,Africa,South Africa,KwaZulu-Natal,13,25,1105
1525,Both balanced,Asia,Uzbekistan,Andijon,13,18,8
1526,Mixed,Europe,Ukraine,Mykolaiv,13,25,7
1527,Net receiver,Europe,Denmark,Zealand,13,25,172
1528,Mixed,Africa,"Tanzania, United Republic of",Arusha,13,25,8
1529,Mixed,North America,Cuba,Havana,13,25,598
1530,Mixed,Europe,Finland,Satakunta,13,25,27
1531,Net sender,Africa,Egypt,Dakahlia,13,25,1077
1532,Mixed,Asia,Philippines,Central Luzon,13,25,25
1533,Net sender,Asia,India,Delhi,13,25,6935
1534,Mixed,Asia,Yemen,Sanaa,13,22,4
1535,Mixed,Africa,Nigeria,Imo,13,25,3
1536,Both balanced,Africa,"Tanzania, United Republic of",Pemba South,13,20,1
1537,Both balanced,Asia,Uzbekistan,Samarqand,13,25,29
1538,Both balanced,Europe,Latvia,Valmiera,13,16,2
1539,Net sender,Europe,Finland,Southwest Finland,13,25,1449
1540,Net sender,Africa,Cameroon,Centre,13,25,219
1541,Both balanced,Asia,Thailand,Lampang,13,21,3
1542,Net receiver,Asia,Türkiye,Mugla,13,25,8
1543,Mixed,Africa,Morocco,Tanger-Tetouan-Al Hoceima,13,25,24
1544,Mixed,South America,Chile,Tarapaca,13,25,99
1545,Both balanced,Asia,Syrian Arab Republic,Homs,13,25,6
1546,Mixed,Europe,Russian Federation,Altai Krai,13,25,78
1547,IN rec. INT sen.,Europe,Ukraine,Lviv,13,25,598
1548,Both balanced,Europe,Ukraine,Volyn,13,25,149
1549,Net sender,Asia,India,Maharashtra,13,25,8988
1550,IN rec. INT sen.,Asia,Japan,Shizuoka,13,25,1791
1551,Mixed,Asia,Türkiye,Kahramanmaras,13,25,37
1552,Mixed,Africa,Guinea,Conakry,13,23,40
1553,Both balanced,Africa,Chad,Chari-Baguirmi,14,23,8
1554,Net sender,Africa,Kenya,Nairobi Area,14,25,3075
1555,Net receiver,Europe,Switzerland,Aargau,14,25,508
1556,Both balanced,Africa,Kenya,Bomet,14,17,9
1557,Both balanced,Europe,Switzerland,Schwyz,14,19,6
1558,Mixed,Africa,Zambia,Copperbelt,14,25,11
1559,Net receiver,Asia,Thailand,Phitsanulok,14,24,274
1560,Net receiver,Asia,"Korea, Republic of",Gangwon-do,14,25,1399
1561,Mixed,Asia,"Taiwan, Province of China",Taipei,14,25,1
1562,INT rec. IN sen.,Europe,Switzerland,Zurich,14,25,14353
1563,Both balanced,South America,Peru,Ancash,14,16,1
1564,Mixed,South America,Ecuador,Pichincha,14,25,833
1565,Net receiver,Europe,Estonia,Harjumaa,14,25,258
1566,Mixed,Africa,Algeria,Mostaganem,14,25,168
1567,Net receiver,Asia,Thailand,Maha Sarakham,14,22,356
1568,Mixed,Asia,Oman,Dhofar,14,20,1
1569,Net receiver,Asia,"Korea, Republic of",Jeollanam-do,14,25,313
1570,Net receiver,North America,United States,Idaho,14,25,903
1571,Both balanced,North America,Dominican Republic,Santiago,14,23,4
1572,Both balanced,Europe,Slovenia,Celje,14,25,1
1573,Net receiver,North America,United States,South Dakota,14,25,1661
1574,Mixed,Asia,Lao People's Democratic Republic,Vientiane Prefecture,14,24,25
1575,INT rec. IN sen.,North America,United States,Georgia,14,25,18384
1576,Both balanced,Asia,Lebanon,South Governorate,14,21,15
1577,INT rec. IN sen.,North America,United States,Florida,14,25,12553
1578,Net receiver,North America,United States,Colorado,14,25,8224
1579,Mixed,Europe,Norway,Telemark,14,25,26
1580,Mixed,Europe,Hungary,Somogy,14,23,18
1581,Net receiver,Asia,Saudi Arabia,Al-Qassim,14,24,5
1582,Net receiver,Asia,Indonesia,Jakarta,14,25,1385
1583,Both balanced,Europe,Latvia,Daugavpils municipality,14,24,90
1584,INT rec. IN sen.,North America,United States,Alabama,14,25,5298
1585,Net sender,Asia,Israel,Central District,14,25,1988
1586,Mixed,North America,Cuba,Villa Clara,14,25,183
1587,Both balanced,Asia,Uzbekistan,Bukhara,14,23,119
1588,Net sender,Asia,Israel,Jerusalem,14,25,3643
1589,Net receiver,Asia,Israel,Judea and Samaria Area,14,17,281
1590,Mixed,Europe,Russian Federation,Vladimir,14,25,43
1591,IN rec. INT sen.,Asia,India,Andhra Pradesh,14,25,2692
1592,Mixed,Europe,Ukraine,Zaporizhia,14,25,80
1593,IN rec. INT sen.,Europe,Russian Federation,St.-Petersburg,14,25,3916
1594,IN rec. INT sen.,Asia,India,Punjab,14,25,6236
1595,Both balanced,Europe,Greece,South Aegean,14,19,10
1596,Net receiver,Europe,Greece,Thessaly,14,25,740
1597,Both balanced,Europe,Russian Federation,Orel Oblast,14,25,8
1598,Net sender,Europe,Russian Federation,Novosibirsk Oblast,14,25,2001
1599,Both balanced,Asia,Iraq,Salah ad Din,14,23,46
1600,Mixed,Africa,Benin,Oueme,14,25,28
1601,Mixed,Europe,Russian Federation,Mariy-El Republic,14,25,27
1602,Both balanced,Europe,Russian Federation,Lipetsk Oblast,14,25,16
1603,Net receiver,Asia,"Iran, Islamic Republic of",Chaharmahal and Bakhtiari,14,24,737
1604,Net sender,Asia,"Iran, Islamic Republic of",Fars,14,25,4129
1605,Both balanced,North America,Bermuda,Saint George,14,25,18
1606,Net sender,Europe,Italy,Campania,14,25,3338
1607,Mixed,Europe,Russian Federation,Karelia,14,25,45
1608,Both balanced,Europe,Ukraine,Kyiv,14,22,6
1609,Net sender,Asia,China,Shaanxi,14,25,5302
1610,Mixed,Asia,China,Tibet,14,25,78
1611,Mixed,Africa,Mauritius,Moka,14,25,203
1612,Both balanced,Europe,Ukraine,Khmelnytskyi,14,19,7
1613,Mixed,South America,"Bolivia, Plurinational State of",Oruro,14,25,18
1614,Both balanced,South America,"Bolivia, Plurinational State of",Potosi,14,16,1
1615,Mixed,South America,"Bolivia, Plurinational State of",Santa Cruz,14,25,23
1616,Both balanced,Europe,Russian Federation,Adygeya Republic,14,16,1
1617,Both balanced,Asia,Uzbekistan,Qashqadaryo,14,20,7
1618,Both balanced,Europe,Romania,Prahova,14,25,22
1619,Mixed,Europe,Romania,Arad,14,25,2
1620,Net receiver,South America,Brazil,Maranhao,14,25,467
1621,Mixed,Asia,Türkiye,Van,14,25,209
1622,Net receiver,South America,Brazil,Rio Grande do Norte,14,25,1520
1623,Net sender,Europe,Italy,Umbria,14,25,1224
1624,Mixed,Africa,Ghana,Brong-Ahafo,14,22,3
1625,Net sender,North America,Mexico,Mexico City,14,25,20340
1626,Mixed,Africa,Nigeria,Edo,14,25,27
1627,Mixed,North America,Costa Rica,Alajuela,14,25,18
1628,Net sender,Asia,Japan,Hiroshima,14,25,3793
1629,Mixed,South America,Brazil,Tocantins,14,24,1
1630,Net receiver,South America,Brazil,Goias,14,25,1278
1631,Mixed,Europe,Belarus,Gomel Oblast,14,25,84
1632,Net receiver,North America,United States,Nebraska,14,25,6521
1633,Mixed,North America,Costa Rica,Cartago,14,25,38
1634,IN rec. INT sen.,Europe,France,Occitanie,14,25,10472
1635,Mixed,Europe,Finland,North Karelia,14,25,44
1636,Net sender,Asia,Japan,Okayama,14,25,3088
1637,Net receiver,Asia,Japan,Saitama,14,25,5265
1638,Mixed,Europe,Belarus,Grodnenskaya,14,25,70
1639,Mixed,Europe,Poland,Swietokrzyskie,14,25,87
1640,Both balanced,Asia,Philippines,Cordillera,14,21,3
1641,Both balanced,North America,Canada,Yukon,14,25,3
1642,Mixed,Africa,Nigeria,Cross River,14,25,59
1643,Both balanced,Asia,Philippines,Cagayan Valley,14,17,1
1644,Both balanced,Asia,Maldives,Kaafu Atoll,14,19,3
1645,Both balanced,South America,Colombia,Amazonas,14,19,3
1646,Mixed,Asia,Türkiye,Tokat,14,25,337
1647,Net receiver,Asia,Japan,Tochigi,14,25,1426
1648,Mixed,North America,Canada,Northwest Territories,14,25,11
1649,IN rec. INT sen.,Asia,Japan,Tokyo,14,25,45934
1650,Net receiver,Asia,Japan,Wakayama,14,25,729
1651,Mixed,North America,Mexico,Durango,14,25,44
1652,Net sender,Asia,China,Heilongjiang,14,25,9253
1653,Net receiver,North America,United States,Arkansas,15,25,1587
1654,INT rec. IN sen.,North America,United States,Arizona,15,25,9631
1655,INT rec. IN sen.,Asia,Thailand,Chiang Mai,15,25,1500
1656,Both balanced,Oceania,Guam,Mangilao,15,25,27
1657,Both balanced,Europe,Hungary,Bekes,15,25,9
1658,Mixed,North America,Haiti,Ouest,15,21,1
1659,Net sender,Europe,Croatia,City of Zagreb,15,25,1341
1660,Both balanced,Europe,Croatia,Zagrebacka,15,21,1
1661,Mixed,Africa,Senegal,Dakar,15,25,300
1662,Both balanced,Europe,San Marino,San Marino,15,19,1
1663,INT rec. IN sen.,North America,United States,Iowa,15,25,6771
1664,INT rec. IN sen.,North America,United States,Kansas,15,25,2903
1665,Net sender,Europe,Austria,Tyrol,15,25,953
1666,Both balanced,Europe,Sweden,Soedermanland,15,20,1
1667,Both balanced,Europe,Sweden,Kronoberg,15,17,1
1668,Mixed,Africa,Sudan,Al Jazirah,15,25,29
1669,Both balanced,Europe,Bulgaria,Ruse,15,25,61
1670,Mixed,Europe,Bulgaria,Stara Zagora,15,25,54
1671,Net receiver,Asia,Thailand,Chon Buri,15,25,127
1672,Mixed,Europe,Russian Federation,Perm,15,25,128
1673,Both balanced,Asia,Thailand,Changwat Udon Thani,15,18,2
1674,Mixed,Asia,Yemen,Ta'izz,15,21,23
1675,Mixed,Europe,Russian Federation,Kabardino-Balkariya Republic,15,25,43
1676,Mixed,Europe,Russian Federation,Buryatiya Republic,15,25,54
1677,Both balanced,Europe,Romania,Tulcea,15,18,2
1678,Mixed,Europe,Russian Federation,Kamchatka,15,25,10
1679,Mixed,South America,Brazil,Rondonia,15,25,177
1680,Mixed,Europe,Portugal,Viana do Castelo,15,25,3
1681,Mixed,Europe,Portugal,Santarem,15,24,8
1682,Both balanced,North America,Puerto Rico,Mayagueez,15,25,7
1683,Both balanced,Asia,Philippines,Eastern Visayas,15,25,6
1684,Both balanced,Asia,Philippines,Ilocos,15,17,1
1685,Both balanced,South America,Peru,Tacna,15,19,1
1686,Mixed,South America,Peru,Loreto,15,25,5
1687,Mixed,Europe,Norway,Aust-Agder,15,25,14
1688,Net sender,Europe,Netherlands,Utrecht,15,25,3743
1689,Net sender,Europe,Netherlands,Groningen,15,25,2154
1690,Net receiver,Asia,China,Fujian,15,25,4572
1691,Mixed,South America,"Venezuela, Bolivarian Republic of",Lara,15,25,22
1692,Net sender,Asia,China,Hubei,15,25,21819
1693,Both balanced,South America,"Venezuela, Bolivarian Republic of",Barinas,15,24,4
1694,Net receiver,Asia,China,Yunnan,15,25,2144
1695,Both balanced,North America,Costa Rica,Limon,15,23,5
1696,Mixed,Europe,North Macedonia,Karposh,15,25,17
1697,Both balanced,Africa,Madagascar,Atsimo-Andrefana,15,22,1
1698,Both balanced,North America,Cuba,Ciego de Avila,15,23,23
1699,Both balanced,Africa,Cabo Verde,Sao Vicente,15,15,2
1700,Net sender,Europe,Germany,Lower Saxony,15,25,6365
1701,Mixed,Asia,Kazakhstan,East Kazakhstan,15,25,2
1702,IN rec. INT sen.,Europe,Germany,North Rhine-Westphalia,15,25,17023
1703,Net receiver,Asia,"Korea, Republic of",Gyeongsangnam-do,15,25,470
1704,Both balanced,Africa,Algeria,Oran,15,21,12
1705,INT rec. IN sen.,Asia,"Taiwan, Province of China",Taiwan,15,25,29518
1706,Both balanced,Asia,Cambodia,Siem Reap,15,17,1
1707,Net receiver,North America,United States,Oregon,15,25,3874
1708,Net sender,Europe,Spain,Asturias,15,25,2135
1709,Net receiver,Asia,Japan,Okinawa,15,25,509
1710,Mixed,Oceania,Fiji,Central,15,20,28
1711,Mixed,Europe,Ukraine,Chernivtsi Oblast',15,25,408
1712,Net receiver,Europe,Italy,Trentino-Alto Adige,15,25,280
1713,IN rec. INT sen.,Europe,Italy,Piedmont,15,25,1109
1714,IN rec. INT sen.,Europe,Italy,Lombardy,15,25,6757
1715,IN rec. INT sen.,Europe,Italy,Latium,15,25,9732
1716,Net sender,Europe,Italy,Friuli Venezia Giulia,15,25,1872
1717,Net sender,Europe,Italy,Calabria,15,25,585
1718,Both balanced,Europe,Iceland,Northwest,15,23,2
1719,Mixed,Europe,Iceland,Northeast,15,25,1
1720,Net sender,Asia,"Iran, Islamic Republic of",Tehran,15,25,7253
1721,Mixed,Asia,Iraq,Basra,15,25,42
1722,Mixed,Asia,India,Nagaland,15,24,2
1723,IN rec. INT sen.,Asia,India,Kerala,15,25,427
1724,Mixed,Asia,Armenia,Aragatsotn,15,25,32
1725,Mixed,Europe,Ireland,Ulster,15,25,10
1726,Both balanced,Asia,Tajikistan,Dushanbe,16,25,41
1727,Both balanced,Africa,Zimbabwe,Manicaland,16,17,1
1728,Net receiver,Europe,Austria,Lower Austria,16,25,553
1729,Mixed,Asia,India,Chhattisgarh,16,25,64
1730,INT rec. IN sen.,North America,United States,Missouri,16,25,6528
1731,Both balanced,Africa,South Sudan,Wau,16,18,1
1732,Mixed,Africa,Libya,Banghazi,16,25,16
1733,Mixed,Europe,Russian Federation,Tver' Oblast,16,25,236
1734,Mixed,Africa,Côte d'Ivoire,Abidjan,16,25,282
1735,Both balanced,South America,Peru,Cusco,16,25,24
1736,INT rec. IN sen.,Asia,"Korea, Republic of",Seoul,16,25,8300
1737,Net receiver,Asia,"Korea, Republic of",Busan,16,25,469
1738,Net receiver,Europe,Switzerland,Ticino,16,25,623
1739,Both balanced,Europe,Russian Federation,Republic of Tyva,16,23,3
1740,Both balanced,Oceania,Northern Mariana Islands,Saipan,16,17,1
1741,Both balanced,North America,Costa Rica,Heredia,16,25,12
1742,Mixed,South America,Peru,Lima,16,25,1299
1743,Mixed,Oceania,Papua New Guinea,Eastern Highlands,16,25,54
1744,INT rec. IN sen.,Asia,Indonesia,West Java,16,25,277
1745,Mixed,Asia,Indonesia,North Sumatra,16,25,163
1746,Both balanced,Europe,Russian Federation,Transbaikal Territory,16,22,5
1747,Both balanced,North America,Puerto Rico,Caguas,16,19,13
1748,Net receiver,Asia,Saudi Arabia,Al Madinah al Munawwarah,16,22,388
1749,Mixed,Africa,Lesotho,Maseru,16,25,7
1750,Net receiver,Europe,Norway,Vest-Agder,16,25,443
1751,Both balanced,Asia,Uzbekistan,Namangan,16,21,1
1752,Both balanced,Oceania,New Zealand,Southland,16,24,2
1753,IN rec. INT sen.,Europe,Hungary,Budapest,16,25,3442
1754,Both balanced,North America,Puerto Rico,San German,16,21,1
1755,Both balanced,Europe,Portugal,Guarda,16,22,16
1756,Mixed,Asia,Georgia,T'bilisi,16,25,549
1757,IN rec. INT sen.,Europe,Italy,Veneto,16,25,3393
1758,Net sender,South America,Brazil,Sao Paulo,16,25,42955
1759,Both balanced,Oceania,Guam,Hagatna,16,21,9
1760,Both balanced,Europe,Hungary,Borsod-Abauj-Zemplen,16,25,8
1761,INT rec. IN sen.,North America,United States,Louisiana,16,25,4302
