row_number,nmr_typology,continent_name,country_name,geonames_admin1_ascii_name,n_years_in_typology,n_years,y_pop_INT
0,Both balanced,Asia,Viet Nam,Quang Ninh,1,1,3
1,Both balanced,North America,Dominica,,1,1,1
2,Both balanced,Asia,Afghanistan,Bamyan,1,1,1
3,Both balanced,Asia,Afghanistan,Ghazni,1,1,2
4,Both balanced,South America,Peru,Ica,1,1,1
5,Both balanced,Africa,"Congo, The Democratic Republic of the",Maniema,1,1,1
6,Both balanced,Asia,Türkiye,Giresun,1,1,1
7,Both balanced,Africa,"Congo, The Democratic Republic of the",Ituri,1,1,1
8,Mixed,Asia,Afghanistan,Balkh,1,1,1
9,Both balanced,Asia,Thailand,Uttaradit,1,1,2
10,Both balanced,Asia,Georgia,Shida Kartli,1,1,1
11,Both balanced,Africa,Somalia,Sanaag,1,1,1
12,Both balanced,Africa,Somalia,Nugaal,1,1,1
13,Both balanced,Africa,Somalia,,1,1,1
14,Mixed,South America,Guyana,East Berbice-Corentyne,1,1,3
15,Both balanced,North America,Guatemala,Peten,1,1,1
16,Both balanced,Europe,Switzerland,Nidwalden,1,1,1
17,Both balanced,North America,"Virgin Islands, U.S.",Saint Thomas Island,1,1,1
18,Mixed,Africa,Sierra Leone,Northern Province,1,1,2
19,Both balanced,South America,"Venezuela, Bolivarian Republic of",,1,1,1
20,Both balanced,Europe,Croatia,Vukovar-Sirmium,1,1,1
21,Both balanced,North America,Haiti,Sud,1,1,1
22,Both balanced,Europe,Slovenia,Sentjur,1,1,1
23,Both balanced,North America,Nicaragua,Matagalpa,1,1,4
24,Both balanced,North America,Nicaragua,,1,1,1
25,Both balanced,North America,Nicaragua,,1,1,1
26,Both balanced,Asia,Thailand,Buriram,1,1,1
27,Both balanced,Asia,Pakistan,Gilgit-Baltistan,1,1,1
28,Both balanced,Europe,Slovenia,Horjul,1,1,1
29,Both balanced,Europe,Slovenia,Litija,1,1,1
30,Both balanced,Europe,Slovenia,Ziri,1,1,1
31,Both balanced,Europe,Slovenia,Radenci,1,1,1
32,Both balanced,Europe,Hungary,Zala,1,1,1
33,Mixed,Africa,Botswana,Ngwaketsi,1,2,6
34,Both balanced,Europe,Faroe Islands,Eysturoy,1,1,1
35,Both balanced,Asia,Bhutan,Paro,1,1,1
36,Both balanced,North America,Puerto Rico,Aguadilla,1,1,2
37,Both balanced,Africa,Mozambique,Manica,1,1,3
38,Both balanced,Africa,Sudan,Red Sea,1,1,1
39,Both balanced,Europe,Malta,,1,1,1
40,Both balanced,Oceania,Tonga,Tongatapu,1,1,1
41,Both balanced,Asia,Myanmar,Bago,1,1,4
42,Both balanced,Asia,Myanmar,Tanintharyi,1,1,1
43,Both balanced,Asia,Myanmar,Ayeyarwady,1,1,2
44,Both balanced,Asia,Iraq,Maysan,1,2,2
45,Both balanced,Europe,"Moldova, Republic of",Cahul,1,1,2
46,Both balanced,Africa,Morocco,Draa-Tafilalet,1,1,1
47,Mixed,Europe,Latvia,Sigulda,1,1,1
48,Both balanced,Europe,Latvia,Jurmala,1,1,1
49,Both balanced,Europe,Lithuania,Telsiai,1,1,1
50,Both balanced,Africa,Lesotho,Mokhotlong,1,1,2
51,Both balanced,Europe,Lithuania,Alytus,1,1,1
52,Both balanced,South America,Uruguay,Salto,1,1,1
53,Both balanced,Asia,Viet Nam,Can Tho,1,1,1
54,Both balanced,Asia,Sri Lanka,North Central,1,1,1
55,Both balanced,South America,"Bolivia, Plurinational State of",Chuquisaca,1,1,2
56,Both balanced,Asia,Kazakhstan,South Kazakhstan,1,1,1
57,Mixed,Oceania,Tuvalu,Funafuti,1,1,1
58,Both balanced,Asia,"Korea, Democratic People's Republic of",Hamgyong-namdo,1,1,1
59,Both balanced,Africa,Algeria,Khenchela,1,1,1
60,Both balanced,Africa,Algeria,,1,1,1
61,Both balanced,Africa,Algeria,Oum el Bouaghi,1,1,1
62,Both balanced,Europe,Bulgaria,,1,1,1
63,Both balanced,Asia,Tajikistan,Sughd,1,1,1
64,Both balanced,Africa,Chad,Moyen-Chari,1,1,2
65,Both balanced,South America,Peru,Moquegua,2,4,2
66,Both balanced,Africa,Equatorial Guinea,Bioko Norte,2,2,1
67,Both balanced,North America,Dominica,Saint John,2,2,1
68,Both balanced,Asia,Tajikistan,Gorno-Badakhshan,2,2,3
69,Both balanced,Africa,Algeria,Tiaret,2,2,6
70,Both balanced,Africa,Algeria,Tizi Ouzou,2,3,1
71,Both balanced,Africa,Algeria,Djelfa,2,3,4
72,Both balanced,Africa,Kenya,Kajiado,2,2,1
73,Both balanced,Africa,Algeria,Tebessa,2,4,4
74,Both balanced,Africa,Kenya,Siaya,2,3,2
75,Both balanced,Asia,Jordan,Jerash,2,3,3
76,Mixed,Africa,Algeria,Chlef,2,4,6
77,Mixed,Africa,Algeria,Relizane,2,4,2
78,Both balanced,South America,Ecuador,Bolivar,2,2,1
79,Both balanced,Asia,Azerbaijan,Sumqayit,2,2,2
80,Both balanced,Europe,Estonia,Paernumaa,2,2,1
81,Both balanced,Asia,Kazakhstan,Almaty Oblysy,2,2,2
82,Both balanced,Asia,Kazakhstan,Soltustik Qazaqstan,2,2,2
83,Both balanced,Asia,Cyprus,Larnaka,2,3,1
84,Both balanced,North America,Bermuda,Hamilton city,2,2,1
85,Both balanced,Asia,Lebanon,Nabatiye,2,2,1
86,Both balanced,Africa,Liberia,Nimba,2,2,1
87,Both balanced,Africa,Liberia,Maryland,2,3,1
88,Both balanced,Europe,Luxembourg,Capellen,2,3,3
89,Both balanced,Europe,Latvia,Jelgava,2,2,1
90,Both balanced,Europe,Romania,Buzau,2,2,1
91,Both balanced,Europe,North Macedonia,Struga,2,2,3
92,Both balanced,Asia,Iraq,Muhafazat Karbala',2,2,3
93,Both balanced,Asia,Myanmar,Kachin,2,3,1
94,Both balanced,Europe,Malta,Il-Mosta,2,2,1
95,Both balanced,Asia,Iraq,Al Qadisiyah,2,4,10
96,Both balanced,Africa,Mauritius,Rodrigues,2,2,1
97,Both balanced,Oceania,Palau,Koror,2,3,1
98,Both balanced,North America,Puerto Rico,Utuado,2,2,1
99,Both balanced,Africa,Mozambique,Tete,2,2,1
100,Both balanced,North America,Puerto Rico,Lajas,2,2,1
101,Both balanced,Europe,Slovenia,Slovenska Konjice,2,2,1
102,Both balanced,Africa,Zambia,Southern,2,2,4
103,Both balanced,Europe,Hungary,Nograd,2,2,1
104,Both balanced,North America,Nicaragua,Granada,2,2,1
105,Both balanced,Europe,Slovenia,Slovenska Bistrica,2,2,1
106,Both balanced,Europe,Slovenia,Trzin,2,3,2
107,Both balanced,Europe,Slovenia,Zuzemberk,2,2,1
108,Both balanced,Europe,Slovenia,Ravne na Koroskem,2,2,2
109,Both balanced,Asia,Thailand,Roi Et,2,3,1
110,Both balanced,Europe,Croatia,Virovitick-Podravska,2,2,1
111,Both balanced,Europe,Croatia,Sisacko-Moslavacka,2,3,1
112,Both balanced,Africa,Sierra Leone,,2,2,3
113,Both balanced,Africa,Zimbabwe,,2,2,2
114,Both balanced,Asia,Thailand,Sakon Nakhon,2,3,1
115,Both balanced,Oceania,Guam,Tamuning,2,2,1
116,Both balanced,Africa,Somalia,Sool,2,2,1
117,Both balanced,Africa,Somalia,Togdheer,2,2,1
118,Both balanced,Asia,Georgia,Samtskhe-Javakheti,2,3,3
119,Both balanced,Africa,"Congo, The Democratic Republic of the",Kasai-Central,2,2,1
120,Both balanced,Africa,"Congo, The Democratic Republic of the",Tanganyika,2,2,4
121,Both balanced,Africa,"Congo, The Democratic Republic of the",Lualaba,2,2,2
122,Both balanced,Asia,Afghanistan,Kapisa,2,3,1
123,Both balanced,Africa,"Congo, The Democratic Republic of the",Kasai-Oriental,2,2,3
124,Both balanced,Africa,"Congo, The Democratic Republic of the",Bas-Congo,3,3,1
125,Both balanced,Asia,Viet Nam,Tien Giang,3,3,1
126,Both balanced,Asia,Syrian Arab Republic,Ar-Raqqah,3,4,1
127,Both balanced,Asia,Afghanistan,Takhar,3,3,1
128,Mixed,Africa,Algeria,Ain Temouchent,3,6,2
129,Both balanced,Africa,Algeria,Adrar,3,6,10
130,Both balanced,Africa,Somalia,Galguduud,3,4,1
131,Both balanced,North America,Guatemala,Quetzaltenango,3,3,1
132,Mixed,South America,Ecuador,Imbabura,3,11,1
133,Net receiver,South America,Ecuador,Napo,3,8,4
134,Both balanced,Europe,Estonia,Laeaene-Virumaa,3,3,1
135,Mixed,Asia,Thailand,Kalasin,3,5,4
136,Both balanced,Asia,Thailand,Pattani,3,3,1
137,Both balanced,Europe,Croatia,Medimurska,3,3,1
138,Both balanced,North America,Dominican Republic,Monsenor Nouel,3,3,1
139,Both balanced,North America,Dominican Republic,La Vega,3,4,6
140,Both balanced,Africa,Angola,Benguela,3,4,4
141,Both balanced,Europe,Iceland,Westfjords,3,6,3
142,Both balanced,North America,Haiti,Nord,3,3,4
143,Mixed,Africa,Côte d'Ivoire,Savanes,3,7,19
144,Both balanced,South America,"Venezuela, Bolivarian Republic of",Yaracuy,3,3,1
145,Both balanced,Asia,Thailand,Chaiyaphum,3,3,1
146,Mixed,Africa,Zimbabwe,Mashonaland Central,3,4,5
147,Both balanced,Europe,Russian Federation,Kostroma Oblast,3,3,2
148,Both balanced,Europe,Slovenia,Zalec,3,3,1
149,Mixed,Africa,Kenya,Kirinyaga,3,4,1
150,Mixed,Africa,Kenya,Machakos,3,6,11
151,Both balanced,Asia,Kyrgyzstan,,3,3,1
152,Both balanced,Europe,Slovenia,Domzale,3,5,1
153,Both balanced,Asia,Cambodia,Svay Rieng,3,3,1
154,Both balanced,Asia,Cambodia,Prey Veng,3,3,1
155,Both balanced,Europe,Slovenia,Trebnje,3,3,1
156,Both balanced,Africa,"Tanzania, United Republic of",Pwani,3,3,1
157,Both balanced,Europe,Slovenia,Skofja Loka,3,3,1
158,Both balanced,Europe,Slovenia,Race-Fram,3,3,1
159,Mixed,Africa,Benin,Atlantique,3,4,15
160,Both balanced,Europe,Slovenia,Krsko,3,3,1
161,Both balanced,Asia,Saudi Arabia,Al Bahah,3,3,1
162,Both balanced,Africa,Egypt,North Sinai,3,8,22
163,Mixed,Asia,Iraq,An Najaf,3,4,5
164,Both balanced,Europe,Liechtenstein,Balzers,3,6,3
165,Both balanced,Europe,Lithuania,Marijampole County,3,3,1
166,Mixed,Europe,Romania,Mehedinti,3,6,4
167,Both balanced,Europe,Ukraine,Sevastopol City,3,4,2
168,Both balanced,Europe,Latvia,Priekuli,3,5,1
169,Both balanced,South America,Colombia,Casanare,3,4,2
170,Both balanced,Asia,Viet Nam,Nam Dinh,3,4,2
171,Mixed,Asia,Türkiye,Tunceli,3,6,75
172,Both balanced,Europe,Malta,Luqa,3,3,1
173,Both balanced,Europe,Malta,Il-Marsa,3,3,2
174,Both balanced,Europe,Malta,Il-Hamrun,3,3,1
175,Both balanced,Asia,Myanmar,Magway,4,4,1
176,Both balanced,Africa,Madagascar,Diana,4,4,1
177,Both balanced,Africa,Madagascar,Boeny,4,5,1
178,Both balanced,Europe,Romania,Caras-Severin,4,4,3
179,Both balanced,Europe,Luxembourg,Wiltz,4,4,1
180,Mixed,Asia,Iraq,Babil,4,6,1
181,Both balanced,Europe,Lithuania,Panevezys,4,5,1
182,Both balanced,Asia,Saudi Arabia,Northern Borders,4,5,1
183,Both balanced,South America,Uruguay,Tacuarembo,4,6,1
184,Both balanced,South America,"Bolivia, Plurinational State of",El Beni,4,4,4
185,Both balanced,Asia,Viet Nam,Bac Ninh,4,5,1
186,Both balanced,North America,Saint Lucia,Gros-Islet,4,5,1
187,Both balanced,Asia,Indonesia,Riau Islands,4,6,2
188,Both balanced,North America,Saint Lucia,Castries,4,4,1
189,Mixed,Africa,Benin,Plateau,4,8,1
190,Both balanced,North America,Puerto Rico,Humacao,4,4,1
191,Mixed,Africa,Niger,Zinder,4,7,3
192,Both balanced,Asia,Viet Nam,Quang Ngai Province,4,7,3
193,Both balanced,Europe,Slovenia,Naklo,4,4,1
194,Both balanced,Africa,Burundi,Ngozi,4,4,2
195,Both balanced,Africa,Nigeria,Jigawa,4,6,1
196,Both balanced,Africa,Rwanda,Northern Province,4,5,3
197,Net receiver,Africa,Kenya,Kitui,4,10,8
198,Both balanced,Africa,Egypt,Suez,4,13,1
199,Both balanced,North America,Nicaragua,Esteli,4,4,2
200,Mixed,Africa,Kenya,Embu,4,9,1
201,Both balanced,Europe,Belarus,Minsk,4,4,1
202,Net receiver,Africa,Côte d'Ivoire,Sassandra-Marahoue,4,9,4
203,Both balanced,Africa,Burkina Faso,Centre-Ouest,4,7,1
204,Both balanced,Africa,Algeria,Medea,4,4,1
205,Both balanced,Asia,Nepal,Mid Western,4,4,1
206,Both balanced,Europe,Switzerland,Obwalden,4,4,1
207,Mixed,Africa,Senegal,Diourbel,4,7,2
208,Both balanced,South America,Ecuador,Pastaza,4,9,4
209,Both balanced,South America,Ecuador,Esmeraldas,4,5,2
210,Both balanced,Africa,Algeria,Skikda,4,6,3
211,Mixed,Africa,Algeria,Ain Defla,4,6,15
212,Both balanced,Asia,Oman,Al Batinah South,4,5,1
213,Both balanced,Asia,Thailand,Surat Thani,4,6,1
214,Both balanced,Africa,"Congo, The Democratic Republic of the",Kwilu,4,5,1
215,Mixed,Africa,"Congo, The Democratic Republic of the",Haut-Lomami,4,6,12
216,Mixed,Asia,Oman,Al Buraimi,4,8,5
217,Both balanced,South America,Peru,Amazonas,4,7,2
218,Both balanced,Africa,Algeria,Mila,4,5,2
219,Mixed,Asia,Viet Nam,Kien Giang,4,7,5
220,Mixed,Asia,Viet Nam,Thai Binh,4,5,3
221,Mixed,Africa,Algeria,Tamanrasset,4,7,1
222,Both balanced,Africa,Chad,Guera,4,4,1
223,Both balanced,Europe,Ukraine,Ivano-Frankivsk,5,7,1
224,Both balanced,Asia,Jordan,Ajlun,5,7,4
225,Both balanced,South America,Ecuador,Carchi,5,5,2
226,Mixed,Africa,Algeria,Bordj Bou Arreridj,5,6,3
227,Mixed,South America,Ecuador,Cotopaxi,5,10,23
228,Both balanced,Asia,Azerbaijan,Lankaran,5,5,1
229,Both balanced,Africa,Algeria,M'Sila,5,5,1
230,Mixed,Africa,Algeria,Bouira,5,10,22
231,Both balanced,South America,Ecuador,Manabi,5,14,1
232,Both balanced,Africa,Algeria,Bejaia,5,7,5
233,Both balanced,Africa,Algeria,Tlemcen,5,6,6
234,Net sender,Asia,Bangladesh,Sylhet,5,25,191
235,Net receiver,South America,Ecuador,Tungurahua,5,12,410
236,Both balanced,Europe,Estonia,Jogevamaa,5,7,6
237,Net receiver,Africa,Algeria,Batna,5,12,34
238,Both balanced,Asia,Thailand,Kanchanaburi,5,8,6
239,Mixed,Africa,Tunisia,Jundubah,5,14,17
240,Both balanced,Africa,Kenya,Bungoma,5,7,3
241,Net receiver,Asia,Thailand,Rayong,5,6,134
242,Mixed,Africa,Kenya,Meru,5,8,15
243,Both balanced,Africa,"Tanzania, United Republic of",Mbeya,5,7,6
244,Mixed,Asia,Kazakhstan,Aqtoebe,5,9,21
245,Mixed,Asia,Iraq,Wasit,5,11,97
246,Both balanced,North America,Cuba,Las Tunas,5,5,4
247,Both balanced,Asia,Sri Lanka,Uva,5,5,2
248,INT rec. IN sen.,Asia,Saudi Arabia,Hai'l Region,5,13,96
249,Both balanced,Europe,Lithuania,Utena,5,5,1
250,Mixed,Asia,Iraq,Al Muthanna,5,12,246
251,Both balanced,Asia,Uzbekistan,Xorazm,5,5,3
252,Both balanced,Asia,Viet Nam,Phu Tho,5,10,2
253,Both balanced,Oceania,Solomon Islands,Guadalcanal,5,6,1
254,Both balanced,North America,"Bonaire, Sint Eustatius and Saba",Bonaire,5,5,1
255,Both balanced,Europe,"Moldova, Republic of",Gagauzia,5,5,2
256,Both balanced,Europe,"Moldova, Republic of",Balti,5,7,1
257,Both balanced,Africa,Sudan,River Nile,5,5,3
258,Both balanced,South America,Paraguay,Alto Parana,5,6,3
259,Net receiver,Africa,Ethiopia,Oromiya,5,18,125
260,Both balanced,Europe,Finland,Paijanne Tavastia,5,8,1
261,Both balanced,Asia,Indonesia,North Maluku,5,9,1
262,Both balanced,Europe,Slovenia,Postojna,5,7,2
263,Both balanced,Europe,Slovenia,Ormoz,5,5,1
264,Both balanced,Europe,Hungary,Tolna,5,5,1
265,Both balanced,Europe,Slovenia,Store,5,6,4
266,Both balanced,South America,Chile,Nuble,5,11,8
267,Mixed,Africa,Nigeria,Bayelsa,5,9,10
268,Both balanced,Europe,Slovenia,Sempeter-Vrtojba,5,8,4
269,Mixed,Africa,Nigeria,Gombe,5,7,8
270,Net receiver,Africa,Nigeria,Nassarawa,5,17,69
271,Both balanced,Asia,Türkiye,Bitlis,5,10,3
272,Mixed,Asia,Türkiye,Kirklareli,5,13,32
273,Mixed,Asia,Viet Nam,An Giang,5,14,17
274,Mixed,Africa,Senegal,Ziguinchor,5,12,18
275,Both balanced,Oceania,New Zealand,Marlborough,5,6,1
276,Both balanced,Oceania,Papua New Guinea,West New Britain,5,5,1
277,Both balanced,North America,El Salvador,San Miguel,5,5,1
278,Both balanced,Asia,Syrian Arab Republic,Daraa,5,5,1
279,Both balanced,Asia,Syrian Arab Republic,Tartus,5,8,6
280,Both balanced,South America,Peru,Tumbes,5,7,28
281,Mixed,Africa,Togo,Kara,5,11,6
282,Both balanced,Asia,Afghanistan,Nangarhar,6,8,6
283,Both balanced,Asia,Afghanistan,Kandahar,6,6,5
284,Both balanced,Asia,Afghanistan,Khowst,6,6,1
285,Both balanced,North America,Cuba,Camaguey,6,7,4
286,Mixed,Asia,Türkiye,Bayburt,6,12,47
287,Mixed,Asia,Thailand,Phetchabun,6,12,6
288,Both balanced,Asia,Myanmar,Kayin,6,6,1
289,Both balanced,Africa,Mauritius,Black River,6,6,4
290,Both balanced,Asia,Kazakhstan,Zhambyl,6,12,1
291,Both balanced,Asia,Kazakhstan,Pavlodar Region,6,12,1
292,Both balanced,Asia,Kazakhstan,Atyrau,6,8,2
293,Both balanced,Asia,Georgia,Kakheti,6,10,3
294,Both balanced,Asia,Kazakhstan,Aqmola,6,7,1
295,Both balanced,Europe,Slovenia,Piran-Pirano,6,9,4
296,Mixed,Europe,Czechia,Pardubicky,6,25,209
297,Both balanced,Europe,Slovenia,Radovljica,6,7,1
298,Both balanced,Europe,Slovenia,Rogaska Slatina,6,6,1
299,Both balanced,North America,Saint Kitts and Nevis,Saint Mary Cayon,6,6,1
300,Both balanced,Asia,Cambodia,Battambang,6,7,2
301,Mixed,Africa,"Tanzania, United Republic of",Dodoma,6,19,60
302,Both balanced,South America,"Venezuela, Bolivarian Republic of",Bolivar,6,7,3
303,Mixed,Africa,Kenya,Tharaka District,6,11,9
304,Mixed,Africa,Kenya,Narok,6,10,11
305,Net receiver,Africa,Kenya,Nyeri,6,9,23
306,Mixed,Africa,Niger,Maradi,6,10,17
307,Mixed,Africa,Kenya,Kisii,6,10,14
308,Both balanced,Asia,Thailand,Narathiwat,6,10,4
309,Mixed,Africa,Kenya,Kericho,6,11,1
310,Mixed,Africa,Nigeria,FCT,6,25,101
311,Both balanced,Europe,Croatia,Sibensko-Kniniska,6,11,1
312,Net receiver,Europe,Sweden,Dalarna,6,25,55
313,Mixed,Africa,Cameroon,Far North,6,12,104
314,Both balanced,South America,Argentina,Tierra del Fuego,6,8,4
315,INT rec. IN sen.,Africa,Nigeria,Kwara,6,25,275
316,Net receiver,Africa,Cameroon,North-West,6,11,4
317,Net sender,Europe,Hungary,Baranya,6,25,883
318,Both balanced,Africa,Zambia,Central,6,9,9
319,Both balanced,Africa,Nigeria,Kebbi,6,11,20
320,Net receiver,South America,Chile,Los Rios Region,6,25,398
321,Mixed,Africa,Nigeria,Osun,6,21,71
322,Both balanced,Africa,Algeria,Constantine,6,14,3
323,Both balanced,Europe,Hungary,Komarom-Esztergom,6,7,2
324,Net receiver,South America,Chile,Antofagasta,6,25,123
325,Both balanced,Asia,Thailand,Chachoengsao,6,12,4
326,INT rec. IN sen.,Oceania,Australia,Northern Territory,6,25,624
327,Mixed,Asia,Thailand,Nakhon Pathom,6,14,16
328,Net receiver,Asia,Jordan,Madaba,6,10,40
329,Mixed,Africa,Algeria,El Oued,6,16,50
330,Both balanced,Africa,Algeria,Tissemsilt,6,10,8
331,INT rec. IN sen.,Asia,Jordan,Balqa,6,23,69
332,Mixed,Africa,South Africa,Northern Cape,6,13,17
333,Both balanced,Europe,Bosnia and Herzegovina,Srpska,6,13,3
334,Both balanced,Asia,Oman,Southeastern Governorate,6,10,4
335,Both balanced,Asia,Viet Nam,Haiphong,6,14,6
336,Net receiver,Asia,Türkiye,Isparta,6,25,449
337,Both balanced,South America,Peru,Ucayali,6,7,4
338,INT rec. IN sen.,Africa,Egypt,Minya,6,25,488
339,INT rec. IN sen.,Asia,Philippines,Metro Manila,6,25,635
340,Both balanced,Asia,Viet Nam,Ba Ria-Vung Tau,6,10,1
341,Both balanced,Europe,Russian Federation,Novgorod Oblast,6,7,5
342,IN rec. INT sen.,Europe,Russian Federation,Nizhny Novgorod Oblast,6,25,501
343,Net sender,Africa,Egypt,Asyut,6,25,727
344,INT rec. IN sen.,Europe,Poland,Mazovia,6,25,6966
345,Mixed,Africa,Tunisia,Kairouan,6,14,1
346,IN rec. INT sen.,Europe,Poland,Greater Poland,6,25,2940
347,Net receiver,Asia,Türkiye,Bilecik,6,13,73
348,Net receiver,Asia,"Iran, Islamic Republic of",Gilan,6,25,215
349,Net receiver,Asia,"Iran, Islamic Republic of",Sistan and Baluchestan,6,24,18
350,Mixed,Asia,Türkiye,Artvin,6,14,26
351,Both balanced,Asia,Iraq,Kirkuk,6,13,39
352,INT rec. IN sen.,Europe,Portugal,Castelo Branco,6,25,686
353,Both balanced,Asia,Yemen,Al Hudaydah,6,7,2
354,Mixed,Africa,Tunisia,Bin 'Arus,6,17,55
355,Net sender,Africa,Ethiopia,Addis Ababa,6,25,1433
356,Mixed,Europe,Romania,Timis,6,25,292
357,Both balanced,Africa,Ethiopia,Tigray,6,14,95
358,Net receiver,Africa,Tunisia,Gafsa,6,17,20
359,Both balanced,Africa,Libya,Jabal al Gharbi,6,9,1
360,Mixed,Asia,United Arab Emirates,Ra's al Khaymah,6,14,33
361,Both balanced,Africa,Guinea,Faranah,7,8,2
362,Both balanced,Africa,Guinea,Kankan,7,8,1
363,Mixed,Africa,Morocco,Oriental,7,17,22
364,Net receiver,South America,Colombia,Caldas,7,25,23
365,Both balanced,Europe,Romania,Dolj,7,25,40
366,Both balanced,Europe,Montenegro,Bar,7,7,4
367,Net sender,Asia,India,Rajasthan,7,25,1883
368,Net sender,Europe,Romania,Bucuresti,7,25,724
369,INT rec. IN sen.,Africa,Tunisia,Tunis,7,25,2050
370,Mixed,Africa,Benin,Littoral,7,25,118
371,Both balanced,South America,Paraguay,Neembucu,7,7,1
372,Net sender,Asia,India,Goa,7,25,719
373,Net receiver,Africa,Ghana,Volta,7,9,9
374,Both balanced,Asia,Myanmar,Mon,7,7,1
375,Net receiver,Africa,Benin,Borgou,7,12,2
376,Mixed,Asia,Thailand,Nakhon Sawan,7,13,5
377,Mixed,Asia,Türkiye,Mardin,7,11,20
378,Mixed,South America,Colombia,Norte de Santander,7,21,4
379,Mixed,Asia,Türkiye,Konya,7,25,440
380,Both balanced,North America,Cuba,Santiago de Cuba,7,8,1
381,Both balanced,Europe,Malta,Attard,7,9,1
382,Both balanced,Europe,Albania,Durres,7,13,3
383,Net sender,South America,Brazil,Paraiba,7,25,3394
384,Net receiver,Europe,Portugal,Evora,7,25,147
385,Both balanced,Africa,Somalia,Woqooyi Galbeed,7,8,4
386,Both balanced,Africa,Senegal,Saint-Louis,7,13,5
387,Net receiver,Africa,Ghana,Eastern,7,18,3
388,Both balanced,Asia,Iraq,Dhi Qar,7,15,1
389,Mixed,Africa,Cabo Verde,Praia,7,14,16
390,Both balanced,Asia,Viet Nam,Hai Duong,7,11,1
391,Both balanced,Europe,Isle of Man,Douglas,7,9,2
392,Mixed,Europe,Russian Federation,Kaliningrad,7,25,61
393,Both balanced,North America,Puerto Rico,Manati,7,7,3
394,Mixed,Europe,Spain,La Rioja,7,25,97
395,Both balanced,Africa,Tunisia,Nabul,7,25,21
396,Net receiver,North America,Mexico,Colima,7,25,82
397,Mixed,Asia,Kazakhstan,Shymkent,7,17,260
398,Both balanced,Asia,Kazakhstan,Qostanay,7,12,1
399,Net receiver,Europe,Poland,West Pomerania,7,25,457
400,INT rec. IN sen.,Europe,Slovakia,Kosicky kraj,7,25,177
401,Mixed,Africa,Tunisia,Al Munastir,7,25,33
402,Mixed,Africa,Egypt,Qena,7,25,113
403,INT rec. IN sen.,Asia,Kazakhstan,Almaty,7,25,114
404,Net receiver,Asia,"Iran, Islamic Republic of",Khuzestan,7,25,213
405,Net receiver,Africa,Egypt,Damietta,7,11,95
406,Mixed,Europe,Czechia,Jihocesky kraj,7,25,125
407,Net receiver,Africa,Botswana,Central,7,10,7
408,Net sender,Asia,"Korea, Republic of",Daejeon,7,25,5280
409,Both balanced,Asia,Viet Nam,Phu Yen,7,7,1
410,Both balanced,Asia,Indonesia,West Sulawesi,7,8,1
411,Both balanced,Asia,Indonesia,North Kalimantan,7,9,2
412,Mixed,Asia,Türkiye,Yalova,7,12,42
413,Mixed,Africa,Burkina Faso,Hauts-Bassins,7,25,89
414,Both balanced,Europe,Slovenia,Zagorje ob Savi,7,7,2
415,Net sender,Asia,Malaysia,Johor,7,25,2620
416,Both balanced,Asia,Indonesia,Bangka-Belitung Islands,7,7,2
417,Net sender,Europe,Russian Federation,Rostov,7,25,537
418,Net sender,Asia,Malaysia,Melaka,7,24,276
419,Both balanced,Asia,Philippines,Northern Mindanao,7,8,5
420,Both balanced,North America,Honduras,Comayagua,7,8,2
421,Net receiver,Africa,Egypt,Monufia,7,25,83
422,INT rec. IN sen.,Asia,Türkiye,Bursa,7,25,925
423,Both balanced,Africa,Mozambique,Nampula,7,13,1
424,IN rec. INT sen.,North America,Canada,Prince Edward Island,7,25,98
425,Both balanced,South America,Argentina,La Pampa,7,8,1
426,Both balanced,Asia,Viet Nam,Dong Nai,7,11,13
427,Both balanced,Asia,Bangladesh,Rangpur Division,7,21,56
428,Net receiver,Europe,Slovenia,Koper-Capodistria,7,19,47
429,Both balanced,Asia,Bangladesh,Barisal,7,18,1
430,Both balanced,North America,Honduras,Yoro,7,9,2
431,Both balanced,South America,"Venezuela, Bolivarian Republic of",Falcon,7,9,6
432,Net receiver,Africa,Egypt,Beheira,7,12,1
433,Mixed,Africa,Kenya,Migori,7,15,3
434,Both balanced,South America,Peru,San Martin,7,8,2
435,Both balanced,Asia,China,Qinghai,7,25,2
436,Mixed,Europe,Russian Federation,Saratovskaya Oblast,7,25,307
437,Mixed,Africa,Kenya,Kilifi,7,14,1
438,Net receiver,Africa,Kenya,Kakamega,7,16,1
439,INT rec. IN sen.,North America,United States,New Hampshire,7,25,2238
440,Net receiver,Asia,Türkiye,Edirne,7,25,175
441,Mixed,South America,Argentina,San Luis,7,25,183
442,Mixed,Europe,Croatia,Primorsko-Goranska,7,25,59
443,Mixed,Africa,"Congo, The Democratic Republic of the",South Kivu,7,15,14
444,Both balanced,Asia,Viet Nam,Lam Dong,7,14,1
445,IN rec. INT sen.,Asia,Japan,Yamanashi,7,25,632
446,Mixed,Asia,Bangladesh,Khulna,7,25,106
447,Mixed,Asia,Oman,Az Zahirah,7,14,6
448,Net sender,Africa,Nigeria,Borno,7,25,58
449,Both balanced,Oceania,Fiji,Western,7,12,6
450,Mixed,Asia,Oman,Ad Dakhiliyah,7,15,1
451,Net receiver,Africa,Cameroon,South-West,7,25,71
452,Net sender,South America,Argentina,Tucuman,7,25,483
453,Net receiver,Asia,Japan,Shiga,7,25,635
